function	description	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
EC:4.1.2.13	Fructose-bisphosphate aldolase	86208.01999999999	100114.77000000003	128746.47000000006	100523.56	133425.29000000007	112044.04	131968.65000000002	109388.18	59459.73999999997	90259.57000000004	98969.4	87298.26000000002	125246.35	135289.30999999994	117092.70000000006	81169.95	88992.45000000003	97290.91999999998	143503.08999999994	108054.56	116951.28999999994	106221.60999999996	113659.18	98984.58	101802.95	102708.63000000003	65384.27	92199.40000000004	119239.36	132709.98999999993	79440.88000000003	126456.45	86419.31000000001	97721.28999999998	101418.14000000004	97668.24000000003	88401.54000000002	78293.16000000003	74962.78000000001	119743.13	92663.46	99394.30000000002	88724.03	72415.50000000003	111083.95000000004
EC:4.1.2.14	2-dehydro-3-deoxy-phosphogluconate aldolase	37443.10000000001	52757.01000000001	58504.70000000001	42144.92000000001	58161.76000000001	50444.44	55315.71	47813.52	27115.290000000008	41885.84	39733.48	40957.250000000015	60491.99999999999	52342.46000000001	56052.41000000001	38594.500000000015	40549.07	42902.900000000016	64180.57000000001	41861.05000000002	49766.01999999999	40812.83	46423.55000000001	41740.539999999986	49502.59	50517.25000000002	33365.450000000004	38617.35	48164.63	56280.36999999997	33736.520000000004	55119.23	47369.14000000002	49913.56000000001	48743.72000000001	54476.91000000002	42477.10000000001	32789.93	34671.16	53448.87	39311.65	44535.49	38264.83	37901.55000000002	43765.500000000015
EC:4.1.2.17	L-fuculose-phosphate aldolase	35178.490000000005	40496.33	46422.19	33733.009999999995	50028.54	39858.93	45347.31000000001	42594.67	20338.670000000006	31712.06	37419.76	30788.120000000006	48724.31999999999	48850.69000000001	47419.08000000001	29484.41000000001	28484.85	34839.51000000002	49979.78	15708.24	44928.35999999999	12141.6	38995.330000000016	34402.320000000014	36941.08	40228.44000000002	17680.030000000006	29066.29	38954.01999999998	50101.84999999999	28764.92	44838.89000000001	33833.92000000001	36856.56000000001	38635.67	40104.220000000016	30263.120000000014	31157.34	28638.380000000016	43605.31	33641.969999999994	40550.64	33331.24	33174.92000000002	43229.960000000014
EC:4.1.2.19	Rhamnulose-1-phosphate aldolase	5134.21	10377.32	8493.16	7138.95	8197.86	8345.17	4998.63	6691.45	2675.29	5425.94	3109.830000000001	5670.64	13018.34	6995.8	11995.44	5951.95	4375.43	8624.09	10122.5	35048.09	8757.61	36108.99000000001	4885.33	4744.54	6486.58	8821.54	5189.03	5101.84	4742.480000000001	9468.21	2775.71	10769.55	6147.3600000000015	10505.18	12123.49	14387.71	6076.3	4913.25	4592.94	7548.13	4667.05	9222.59	6850.91	5487.16	8151.06
EC:4.1.2.20	2-dehydro-3-deoxyglucarate aldolase	1977.67	1856.8	2516.0	1989.66	2841.33	1882.29	2227.62	1962.0	506.33	1352.9	2308.0	927.67	1566.34	3008.66	2567.83	1435.66	1256.09	1762.71	3039.8	3978.1	2042.79	5932.71	1738.66	1609.0	1638.0	2141.0	1355.1899999999996	1906.33	2849.0	1613.91	1206.0	5590.66	2033.81	1226.67	2745.33	2889.67	2461.47	1341.0	1283.33	3576.5	1688.14	5355.17	4546.0	2278.0	2972.0
EC:4.1.2.21	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	3.0	2.14	1.0	16.0	1.0	15.29	10.29	12.0	11.0	4.57	4.0	1.0	0.0	1.0	5.5	14.0	9.43	57.71	26.14	262.43	42.79	53.71	0.0	1.0	2.0	10.0	48.86	9.0	4.0	2.57	1.0	0.0	2.14	5.0	1.0	0.0	0.14	2.0	2.0	1.5	0.14	1.5	0.0	2.0	3.0
EC:4.1.2.22	Fructose-6-phosphate phosphoketolase	2726.5	4899.8600000000015	3795.75	3925.5	4053.0	3463.72	3314.25	2958.5	1919.75	2690.5	3483.5	2450.0	2766.75	4474.5	4299.25	2015.5	2985.14	5594.67	3198.33	1411.86	6173.86	561.61	3836.75	3302.25	4269.0	3140.25	2907.61	4254.780000000002	2277.0	3473.14	3956.0	1787.0	2767.75	2356.0	2924.75	2303.0	3203.75	6610.75	2949.25	2723.0	4969.86	1773.0	2885.25	5635.5	2257.36
EC:4.1.2.25	Dihydroneopterin aldolase	20360.1	22776.23000000001	29803.090000000015	28898.09000000001	30995.100000000013	27598.32	26944.46000000001	28842.11	19378.71	25997.340000000004	27948.52	24143.61000000001	25322.59	30487.990000000005	24223.13000000001	21899.38000000001	26009.65	25907.3	32765.33	43591.610000000015	30388.289999999994	40768.42	32599.47	28350.46	25146.43	24670.37000000001	22949.62000000001	29931.310000000005	29572.62	32281.52999999998	24721.36000000001	28374.050000000007	31244.950000000015	26425.55000000001	35965.720000000016	25979.12000000001	27470.61000000001	18630.640000000007	25364.340000000004	27898.46	25644.58	24969.66	24179.71	24248.760000000013	28911.61000000001
EC:4.1.2.29	5-dehydro-2-deoxyphosphogluconate aldolase	0.0	0.0	0.0	0.0	0.0	10.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	14.0	18.5	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.2.4	Deoxyribose-phosphate aldolase	40872.02000000001	69747.33000000003	64761.66000000003	51665.43000000001	64395.40000000001	62250.27	61755.81000000001	61580.77000000001	30843.040000000005	44922.34	45384.01	54380.81000000001	83209.83	62847.08	73078.86000000003	50105.04000000001	48926.52	49888.38	78279.15	50490.18000000001	56177.9	45195.46000000001	52266.56	47271.79	57128.25	68598.79000000001	40399.85000000001	47692.54	55226.97999999999	63232.23999999997	44275.19000000002	65514.1	49663.27	67504.57	56480.05000000001	71192.73000000003	48513.77	52972.79000000001	46043.48	67893.27	54139.7	56774.15	45952.3	53949.34000000002	64571.27000000001
EC:4.1.2.40	Tagatose-bisphosphate aldolase	4813.34	8657.91	5834.19	4309.74	5230.74	6653.12	6177.88	6995.24	2213.99	4561.74	3332.46	6696.14	12531.51	5661.14	9571.11	7423.78	5253.18	6380.13	9420.13	12820.51	7829.14	8841.119999999999	4437.83	4696.25	7366.66	9328.79	4154.02	4700.54	4947.02	5619.33	5378.75	9040.19	3712.31	7956.59	5127.07	8442.93	3881.43	10347.83	4536.48	9119.66	8490.869999999999	7676.75	8828.7	10928.79	8894.23
EC:4.1.2.41	Vanillin synthase	0.0	0.0	0.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	22.0	28.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.2.43	3-hexulose-6-phosphate synthase	565.75	527.97	95.5	106.0	33.25	98.44	76.5	690.0	1111.25	397.75	655.0	492.5	290.25	112.0	168.0	272.75	214.28	77.34	40.91	110.22	56.72	94.97	90.75	155.5	359.0	288.5	192.47	158.31	109.25	78.53	86.5	153.25	56.5	53.5	88.0	22.0	64.75	134.75	98.25	91.5	181.97	154.0	134.5	249.5	245.22
EC:4.1.2.5	L-threonine aldolase	36753.430000000015	37527.06000000001	43759.92000000001	37272.76000000002	47636.59000000001	40984.46	43946.8	42202.02	24287.630000000005	32270.25000000001	39218.679999999986	29460.460000000014	42294.67	47076.07000000001	41936.040000000015	31483.620000000014	33499.68	32552.900000000005	49218.66	42220.78000000001	40652.459999999985	41436.220000000016	42843.81000000001	37929.62	38235.75	37191.540000000015	27193.26000000001	34274.45	40259.05	45664.47999999998	30817.440000000013	42534.65	37431.470000000016	34206.36000000001	43494.13000000001	36186.41000000002	33363.80000000002	32438.43	29142.67000000001	43856.37	37116.88000000001	35307.41	30965.46	29569.430000000026	39487.17000000001
EC:4.1.2.50	6-carboxytetrahydropterin synthase	13845.96	9394.88	8333.79	13417.62	6448.2	10831.8	8087.88	7499.04	12095.47	10740.179999999997	9240.37	12524.9	7479.51	7334.25	8652.15	15580.23	11058.09	11443.499999999998	8188.58	39265.31	8087.46	42965.5	8662.91	9437.54	11472.99	7944.32	17984.190000000002	13875.62	9164.46	5895.87	11579.29	13638.2	21467.66	15798.99	24445.230000000003	16959.850000000002	15622.239999999998	11543.71	15119.95	9887.39	12764.39	18664.68	16870.120000000006	22254.620000000006	16674.42
EC:4.1.2.52	4-hydroxy-2-oxoheptanedioate aldolase	3427.17	2989.47	4251.67	3281.33	4390.83	4024.96	10004.12	1548.33	1160.0	2790.07	1274.83	3272.67	3389.67	5891.33	3561.0	2482.83	1880.76	4292.38	5008.97	761.1	4578.46	367.21	2273.83	2590.0	6332.17	1611.5	2227.19	2240.0	4158.33	3493.74	2581.5	9929.33	3630.14	2307.5	4950.5	4855.67	3602.47	2678.83	2074.5	5853.5	3627.81	8086.0	7271.67	3152.5	7260.5
EC:4.1.2.53	2-keto-3-deoxy-L-rhamnonate aldolase	1.0	2.33	3.33	2.33	0.0	12.33	5.0	14.67	7.33	2.33	0.67	0.0	4.67	5.33	7.33	0.33	0.33	52.33	127.33	3481.0	233.33	5742.0	3.33	2.0	2.33	6.0	3.0	2.33	2.67	1.67	1.0	2.33	6.67	6.67	0.33	0.0	0.0	0.67	1.33	4.0	0.33	6.67	0.33	0.0	1.0
EC:4.1.2.57	Sulfofructosephosphate aldolase	24.0	0.14	10.0	6.0	18.0	0.29	1.29	0.0	1.0	2.57	11.0	3.0	12.0	0.0	0.5	4.0	27.43	26.71	2.14	201.43	19.79	34.71	6.0	1.0	21.0	0.0	23.86	8.0	5.0	1.5699999999999998	0.0	3.0	0.14	0.0	0.0	23.0	7.1400000000000015	16.0	5.0	7.5	4.1400000000000015	0.5	0.0	14.0	2.0
EC:4.1.2.9	Phosphoketolase	2726.5	4899.8600000000015	3795.75	3925.5	4053.0	3463.72	3314.25	2958.5	1919.75	2690.5	3483.5	2450.0	2766.75	4474.5	4299.25	2015.5	2985.14	5594.67	3198.33	1411.86	6173.86	561.61	3836.75	3302.25	4269.0	3140.25	2907.61	4254.780000000002	2277.0	3473.14	3956.0	1787.0	2767.75	2356.0	2924.75	2303.0	3203.75	6610.75	2949.25	2723.0	4969.86	1773.0	2885.25	5635.5	2257.36
EC:4.1.3.1	Isocitrate lyase	34.0	7.14	40.66	47.33	52.5	31.62	18.79	15.67	8.83	8.9	12.67	7.33	19.67	6.33	16.83	10.0	32.76	121.04	156.97	3802.76	298.12	5811.71	10.66	7.0	29.66	6.0	35.86	15.33	10.67	7.24	2.33	5.33	38.31	59.67	35.33	56.5	44.64	19.0	9.66	14.5	7.8	14.17	2.33	19.0	5.0
EC:4.1.3.16	4-hydroxy-2-oxoglutarate aldolase	2.5	0.0	1.0	3.0	1.0	0.0	1.0	2.0	0.5	0.5	0.5	3.0	0.0	0.0	0.5	2.5	0.0	0.5	1.0	3.0	1.0	5.5	2.5	3.0	1.5	2.5	2.0	1.0	0.0	2.5	0.5	1.0	0.0	0.5	0.0	1.0	0.5	3.5	2.5	3.0	2.0	0.5	0.0	0.5	4.5
EC:4.1.3.17	4-hydroxy-4-methyl-2-oxoglutarate aldolase	27.0	2.0	10.0	6.0	19.0	3.0	0.0	2.0	0.0	1.0	14.0	3.0	12.0	1.0	2.0	5.0	22.0	10.0	2.0	5.0	4.0	2.0	6.0	2.0	21.0	1.0	16.0	3.0	4.0	1.0	1.0	3.0	0.0	1.0	0.0	23.0	7.0	17.0	6.0	7.0	4.0	0.0	0.0	15.0	4.0
EC:4.1.3.24	Malyl-CoA lyase	5.0	3.0	2.0	7.0	2.0	48.0	46.0	7.0	8.0	5.0	6.0	2.0	1.0	3.0	5.0	13.0	6.0	56.0	59.0	54.0	68.0	2.0	5.0	7.0	10.0	7.0	7.0	1.0	4.0	4.0	19.0	3.0	9.0	14.0	1.0	2.0	13.0	12.0	20.0	14.0	9.0	10.0	7.0	8.0	15.0
EC:4.1.3.25	(S)-citramalyl-CoA lyase	5.0	3.0	2.0	7.0	2.0	56.0	49.0	7.0	8.0	5.0	6.0	3.0	1.0	3.0	5.0	13.0	6.0	65.0	64.0	67.0	80.0	2.0	5.0	7.0	10.0	7.0	7.0	1.0	4.0	4.0	19.0	3.0	9.0	14.0	2.0	2.0	13.0	12.0	20.0	14.0	9.0	10.0	7.0	8.0	15.0
EC:4.1.3.27	Anthranilate synthase	67426.53000000001	64489.19000000002	85589.36000000003	71701.85000000003	88576.51000000004	77357.59	82652.69000000003	74957.87000000002	50391.68000000001	63897.84	72369.24999999999	59476.34	79191.43	85840.87000000002	76971.59000000003	63397.49000000003	62710.27	62075.63000000001	94552.8	79687.98000000001	74217.93999999999	79536.27000000003	79621.70000000001	69507.31999999999	67396.67	68609.42000000001	54035.69000000001	65460.99	80979.26	85677.21999999996	61606.06000000003	84549.96	73909.52000000003	71273.15000000002	85034.34000000003	74889.33000000003	66336.75000000003	54688.94	62030.26000000001	80557.41	64711.51999999999	73691.98999999999	62842.95	60335.78000000004	78998.16
EC:4.1.3.3	N-acetylneuraminate lyase	25461.35000000001	33006.890000000014	43405.55000000002	32094.25000000001	45705.44	33660.740000000005	40113.04	33976.020000000004	23382.040000000008	31820.59000000001	31716.14	27703.67000000001	41954.01	45797.95	38177.51000000002	26123.59000000001	28806.340000000004	37957.000000000015	45463.08	44695.71000000002	45525.88999999999	45227.97000000001	35987.39	33304.12	33537.93	31873.67000000002	18361.000000000007	28768.490000000005	35027.46	49453.30999999998	25422.11000000001	35035.72	22264.590000000004	26851.590000000004	25104.130000000005	28875.180000000015	25517.950000000004	21800.65	23653.090000000004	36139.88	25859.38	23745.829999999994	22511.34	15018.9	30178.71000000001
EC:4.1.3.30	Methylisocitrate lyase	29.0	4.0	35.0	60.0	45.5	20.0	15.5	14.0	17.5	5.0	16.0	11.0	14.0	2.0	10.5	24.0	24.0	57.5	33.5	136.0	32.5	34.0	11.0	7.0	24.0	13.0	59.0	6.0	6.0	7.0	6.0	5.0	28.0	49.0	33.5	51.0	41.5	26.0	11.0	15.5	9.0	12.5	6.0	19.0	13.0
EC:4.1.3.34	Citryl-CoA lyase	2257.18	2144.82	3339.87	2137.32	3364.9	2942.13	5414.79	1270.4800000000002	843.66	1650.91	944.95	2040.65	2052.6800000000007	3892.22	2355.28	1577.4400000000005	1258.01	2884.1399999999994	3530.46	1555.77	3295.4	785.6200000000001	1610.83	1706.0	3395.59	1317.7900000000004	1668.6799999999996	1825.46	2902.51	2597.0000000000005	1903.92	9827.02	2846.14	2435.92	4119.49	3905.77	3987.84	1845.24	1198.0699999999995	5311.16	2320.3	10272.33	8894.71	4715.29	6756.480000000001
EC:4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase	2453.79	4139.83	2937.75	6854.29	1103.12	4684.21	1950.38	3702.21	7804.8	5323.1799999999985	3905.75	7737.78	2880.01	1292.04	2737.03	7792.95	5264.4000000000015	6445.68	3473.42	36772.61	2931.49	37261.19	2997.08	3490.04	4167.24	3512.03	8657.97	7860.28	2071.3	1940.51	6641.54	2608.37	6258.190000000001	7248.04	4671.9	4973.12	7034.72	5789.17	7924.7	3909.89	4877.5	3325.6800000000007	4765.91	5317.0	4622.57
EC:4.1.3.38	Aminodeoxychorismate lyase	6899.04	1789.3	2119.37	5718.29	1340.87	3444.24	1501.8000000000004	2352.71	4349.8	1998.6	4306.96	4862.73	1340.5100000000002	776.9200000000002	1762.15	6138.57	2239.26	4427.09	2246.92	40633.25	1733.75	37769.08	1194.83	1822.54	2175.24	1198.15	4188.030000000002	5018.87	1767.3	906.12	2608.71	1109.87	4199.440000000001	4343.91	2689.9	1789.62	3871.85	1996.42	3164.7	2287.89	1579.39	1257.93	1636.95	1862.45	2291.34
EC:4.1.3.39	4-hydroxy-2-oxovalerate aldolase	2820.14	3312.3199999999993	4031.31	2962.3	4424.98	3536.97	3915.66	1823.65	886.3300000000003	1616.8199999999995	748.9700000000001	1916.3	2551.17	3669.65	3660.81	1887.1399999999994	2044.16	2703.73	3812.49	1718.61	4082.650000000001	994.3100000000003	2120.64	1822.17	1921.3600000000006	2604.7999999999993	3569.31	3294.66	5248.65	3009.1900000000005	2008.99	12772.01	3849.79	2746.1399999999994	6229.81	7068.279999999999	5432.45	2634.6	2057.31	8200.83	3736.17	8586.99	8062.68	2781.3099999999995	4648.16
EC:4.1.3.4	Hydroxymethylglutaryl-CoA lyase	886.5	1798.0	1837.0	2310.0	1612.0	2640.0	3254.0	718.0	355.5	1164.5	439.5	1405.0	1222.0	1597.0	1603.5	597.5	533.0	1762.5	1430.0	3932.0	1422.0	1083.5	681.5	1050.0	2318.5	441.5	1821.0	943.0	762.0	1404.5	1120.5	1393.0	804.0	670.5	956.0	882.0	904.5	791.5	777.5	1181.0	986.0	1345.5	1146.0	818.5	1853.5
EC:4.1.3.40	Chorismate lyase	2.0	6.47	4.66	2.33	0.0	29.62	19.46	14.67	8.33	8.57	8.0	3.66	4.67	5.33	9.83	3.0	9.76	110.87	155.8	3791.76	293.12	5806.71	3.66	2.0	5.66	6.0	21.03	10.33	5.67	4.24	3.0	2.33	6.81	8.67	7.33	4.5	0.14	10.0	1.66	5.5	0.8	7.17	4.5	6.33	1.0
EC:4.1.3.41	3-hydroxy-D-aspartate aldolase	3.0	2.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
EC:4.1.3.42	(4S)-4-hydroxy-2-oxoglutarate aldolase	37388.10000000001	52753.01000000001	58496.20000000001	42133.42000000001	58153.26000000001	50430.44	55290.21	47786.02	27113.290000000008	41882.84	39700.48	40948.250000000015	60487.99999999999	52329.46000000001	56031.41000000001	38569.500000000015	40544.57	42896.900000000016	64170.57000000001	41857.55000000002	49759.01999999999	40810.83	46419.55000000001	41730.039999999986	49493.09	50503.75000000002	33350.950000000004	38613.35	48157.13	56276.86999999997	33727.020000000004	55102.23	47364.64000000002	49908.06000000001	48738.72000000001	54475.41000000002	42469.60000000001	32780.93	34666.16	53435.87	39303.15	44524.99	38257.33	37898.05000000002	43754.500000000015
EC:4.1.3.43	4-hydroxy-2-oxohexanoate aldolase	7.67	14.33	67.67	29.33	103.33	69.67	101.33	15.33	11.0	19.0	6.33	37.67	30.67	11.33	13.0	14.33	4.33	11.67	14.33	17.67	12.67	22.0	8.33	10.0	5.67	37.0	9.33	11.0	10.33	6.67	18.0	1980.33	49.0	90.0	121.0	171.67	456.33	5.33	6.0	9.0	6.67	3603.0	2928.67	1901.0	1876.0
EC:4.1.99.1	Tryptophanase	931.25	1612.67	2549.33	4068.76	1066.65	2678.8	2026.51	1223.42	665.59	1237.66	645.1600000000002	1136.33	798.66	603.66	1057.66	873.3299999999998	1340.67	2303.82	1454.83	25897.649999999994	1347.37	23111.0	831.1700000000002	891.5000000000001	1102.0700000000004	931.33	1661.34	2149.42	692.1700000000002	499.0	842.16	838.8499999999998	1794.38	1843.4	1790.33	1612.73	3040.14	647.78	750.16	1233.99	771.91	1064.08	623.1700000000002	953.0800000000003	1195.58
EC:4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase	28910.27	23163.10000000001	23631.01000000001	22648.17000000001	23788.00000000001	23710.57	22648.380000000005	17541.100000000006	17085.63	19899.42	18010.249999999993	21023.380000000005	26759.18	22705.82000000001	26426.62000000001	25117.700000000008	19905.52999999999	21396.420000000006	25171.56	43775.59	20553.61	40441.94	18085.390000000007	19529.79	23008.430000000004	21295.12000000001	24077.89000000001	21072.26	20269.289999999994	21353.00999999998	17206.53	29889.23	30011.310000000016	27008.94000000001	34060.62000000002	29804.830000000016	24442.13000000001	17572.180000000004	21433.670000000006	24382.21000000001	20217.019999999997	32137.25	28337.219999999994	29044.760000000013	28624.810000000005
EC:4.1.99.14	Spore photoproduct lyase	13056.33	12204.52	10915.28	6622.0	10956.82	8513.619999999999	7871.84	6988.57	4006.0	7033.5	5556.62	9711.89	14518.33	11104.46	12865.53	7983.28	6520.84	8835.64	9427.91	5566.12	9398.179999999997	2239.58	4980.5	6278.83	8904.82	9580.63	5238.34	5103.88	9430.35	10899.09	3951.83	8378.18	6414.36	10673.51	12679.75	14953.04	4997.82	5822.57	5434.91	8245.74	5347.66	8046.83	4991.2	5809.78	8212.470000000001
EC:4.1.99.17	Phosphomethylpyrimidine synthase	19489.27	12802.55	13228.509999999998	13280.589999999998	13403.59	12490.96	11871.55	11021.94	13476.46	14803.339999999998	11652.18	12135.29	13283.01	13965.99	14073.54	17763.870000000006	13032.01	14788.23	12235.819999999998	41630.78000000001	15830.970000000005	39552.8	13207.89	14341.04	16103.43	12818.45	18653.840000000007	14653.03	13855.96	13369.57	13246.2	21382.9	22037.22000000001	14462.03	26428.63000000001	18831.33000000001	14729.38	15282.43	16054.25	17222.29	16994.72	22739.66	22647.97	22820.430000000026	19339.090000000004
EC:4.1.99.18	Cyclic pyranopterin phosphate synthase	38131.34	34400.3	36192.22	26934.82	39505.3	33923.42	36657.76	23724.48	15198.66	25198.14	18716.4	24829.1	44021.33999999999	36594.08	39775.720000000016	30446.22	27117.52	27772.42	40321.58	22310.54	35184.12	18916.58	25502.82	27106.16	33662.14	29998.92	29622.56	22849.08	31481.36	34656.66	19323.16	50470.02	28618.78	34736.86	47828.32	41189.859999999986	28361.86	27752.98	24091.14	39716.98000000002	32734.92	44229.99999999999	42166.580000000016	27048.06	37581.44
EC:4.1.99.19	2-iminoacetate synthase	25700.53	24017.7	24099.360000000004	21785.27	23687.19	23840.8	23898.04	20215.210000000006	16889.5	20206.28	16185.44	19600.93	28408.849999999995	23065.960000000006	26190.1	24763.0	20779.17	21019.090000000004	24764.36	65647.41000000003	22323.74000000001	56626.08	19219.860000000008	21021.840000000004	24388.03000000001	22737.67	24844.98	20267.399999999994	21055.479999999992	22425.88	18815.809999999994	33708.37	27078.709999999995	24022.500000000004	32207.52	28376.659999999996	21601.37	25227.270000000004	21217.360000000004	26037.570000000003	24429.310000000005	37235.4	34250.429999999986	32614.86	31894.66
EC:4.1.99.2	Tyrosine phenol-lyase	13.0	6.34	9.0	9.34	12.49	13.0	4.84	12.84	14.0	10.0	9.5	11.67	9.66	17.0	12.16	13.5	4.67	11.16	20.66	9.84	57.83	11.66	8.17	7.5	13.5	10.83	6.84	8.0	7.67	11.84	13.67	5.68	13.16	12.32	9.17	11.34	11.5	16.33	23.16	13.16	19.5	16.83	5.84	9.33	11.17
EC:4.1.99.20	3-amino-4-hydroxybenzoate synthase	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.57	4.0	0.14	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.14	3.5	1.5	1.64	4.1400000000000015	22.29	4.0	6.5	13.5	1.5	4.0	12.0	1.0
EC:4.1.99.3	Deoxyribodipyrimidine photo-lyase	61.0	1137.22	798.9100000000002	1445.33	375.5	1574.62	684.4599999999998	292.67	45.83	239.82	62.25	556.66	327.67	153.33	679.83	55.0	200.76	767.1200000000001	368.3	3968.76	606.12	5880.96	27.66	36.0	236.66	41.0	1449.03	516.3299999999998	55.67	97.24	140.25	96.33	248.81	289.67	371.83	245.5	435.64	164.74999999999997	187.66	161.5	118.8	421.17	290.5	565.33	328.0
EC:4.2.1.1	Carbonate dehydratase	9262.55	5207.46	4056.36	7525.94	3573.69	6536.14	3786.13	4529.02	1563.37	3429.59	5935.780000000002	3826.18	3745.6	3279.100000000001	5239.56	3837.9	4670.26	4819.85	4847.35	40121.14	3144.5	37878.27	3716.74	3909.29	3957.08	4446.58	10593.19	6428.66	4953.6500000000015	2782.4100000000008	2315.88	7804.72	3715.31	3897.54	5053.65	2770.3	4064.87	3589.66	3666.6	3794.88	4764.8499999999985	9371.59	8829.369999999999	6758.11	5775.89
EC:4.2.1.10	3-dehydroquinate dehydratase	39648.85000000001	42484.330000000016	49361.34000000001	43468.09000000001	50372.17000000001	44913.24	47459.3	45000.60000000001	30011.630000000016	37932.42000000001	42549.34	37588.210000000014	45574.34	49604.65000000001	44838.29000000001	36700.95	39720.15	37778.140000000014	52034.9	45624.45	44220.77999999999	42069.830000000016	46427.39	42120.62	42818.42	41404.040000000015	33424.87000000002	41678.23	45077.38	48621.28999999997	38796.360000000015	48057.48	43329.610000000015	42480.360000000015	49038.38000000001	41940.970000000016	41901.02000000001	41700.05000000002	37359.42000000001	48308.12	43572.66	43206.66	39758.05	40940.26000000002	46563.28000000001
EC:4.2.1.101	Trans-feruloyl-CoA hydratase	0.0	0.0	0.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	22.0	28.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.103	Cyclohexyl-isocyanide hydratase	0.0	0.0	0.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	22.0	28.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.2.1.104	Cyanase	0.0	2.33	0.0	0.0	0.0	7.0	10.17	0.0	0.0	1.67	7.33	0.33	0.0	0.0	0.0	0.0	0.0	22.83	22.33	28.0	12.0	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	1.0	1.67	0.0	0.0	1.0	6.0	4.5	0.0	9.0	0.0	0.0	0.0	0.0	4.17	5.33	0.0
EC:4.2.1.108	Ectoine synthase	0.0	2.33	0.0	0.0	0.0	0.0	1.17	0.0	0.0	1.67	7.33	0.33	0.0	0.0	0.0	0.0	0.0	2.83	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	0.0	1.67	0.0	0.0	0.0	6.0	4.5	0.0	9.0	0.0	0.0	0.0	0.0	4.17	5.33	0.0
EC:4.2.1.109	Methylthioribulose 1-phosphate dehydratase	9.0	1.14	28.0	37.0	28.5	4.29	1.79	0.0	1.5	4.57	0.0	3.0	3.0	0.0	2.0	1.0	9.43	28.21	1.64	191.43	35.29	32.71	0.0	1.0	6.0	0.0	13.86	10.0	4.0	1.5699999999999998	0.0	0.0	29.14	47.0	32.5	34.0	37.64	2.0	2.0	1.0	2.14	0.0	0.0	2.0	0.0
EC:4.2.1.11	Phosphopyruvate hydratase	43357.650000000016	50461.01000000001	56413.84000000001	47667.79000000002	56617.86000000002	52789.32	56955.97	50266.46000000001	31211.34000000001	41840.460000000014	44877.5	43294.35000000001	57047.50999999999	55992.78000000001	54673.57000000001	42319.23000000002	43116.82	43413.7	61723.76000000001	52179.64000000001	50031.23	49408.61000000002	50158.22	44880.99000000001	49061.92000000001	49110.58000000001	36763.87	44654.81999999999	50372.52	53686.09999999997	43311.900000000016	58097.03	47930.43000000001	50644.29000000002	54584.88000000001	50266.13000000001	46007.87000000001	50773.00000000001	41054.53000000001	55954.91	49977.66	53162.98999999999	49043.47	51859.84000000002	56318.92
