pathway	description	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
PWY-5505	L-glutamate and L-glutamine biosynthesis	42729.6822	46261.6236	59699.5738	47851.8664	61810.2182	52876.7948	58391.9351	52440.3685	33685.0556	44476.5634	48191.2833	40538.3333	56939.4046	60558.2915	53198.9483	42935.8164	44811.0507	42403.4602	65708.5969	9671.6794	53855.5064	8049.6115	56660.9678	49569.221	48949.6261	48771.8675	33649.5243	44923.2479	55900.8425	61106.9716	41368.5417	57913.5396	50134.9262	48177.8241	58221.5773	49104.5202	43646.4377	37046.5461	40395.2033	56905.9299	46508.7742	49789.9402	43461.3541	40247.5302	54933.7497
PWY-5507	adenosylcobalamin biosynthesis I (early cobalt insertion)	78.824	106.6159	218.5786	245.1256	124.1618	208.8546	226.852	40.181	31.2037	115.4785	160.8889	21.6888	0.0	21.3742	41.2654	221.3345	64.2158	561.3738	557.5405	1416.731	564.8248	43.2194	62.0649	84.6971	85.3823	42.8782	169.3967	0.0	41.208	42.2974	254.6416	0.0	166.9572	162.3919	148.4007	114.3172	203.9264	229.9084	238.15400000000002	131.1155	80.2502	67.0227	91.6369	209.6768	148.3922
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	30670.9644	30443.7946	39870.8211	30136.0219	40192.4302	33306.1065	38523.458	36018.4588	17552.8143	27882.3333	34451.671	24767.658	33081.8433	34497.5276	32968.9577	26494.1812	29038.8421	25755.5065	44271.737	21922.7706	33819.6776	25410.552000000003	37265.623999999996	32849.6866	32957.6782	32739.0433	21853.3873	28942.4717	37582.1295	36916.566	25773.5807	36786.7644	35527.7715	31233.2086	38186.8712	32861.9216	30835.4065	26004.1597	25055.8221	35195.9122	29218.8936	32193.9413	28006.4932	27781.3112	28956.8377
PWY-5529	superpathway of bacteriochlorophyll a biosynthesis	9.1417	6.2171	0.0	0.0	3.511	10.4408	0.0	6.7879	0.0	3.2406	9.2857	0.0	0.0	3.1071	6.4869	3.4248	3.3079	3.5282	3.5172	0.0	3.5239	6.0991	0.0	3.2913	3.3511	3.3799	0.0	0.0	3.2115	0.0	3.4674	0.0	0.0	3.5223	0.0	0.0	0.0	3.4417	3.4753	0.0	0.0	0.0	0.0	3.4247	6.7802
PWY-5531	chlorophyllide a biosynthesis II (anaerobic)	8.3868	5.9614	0.0	0.0	2.9922	8.9677	0.0	5.9474	0.0	2.9853	8.4289	0.0	0.0	2.9781	5.9797	2.8879	2.9832	2.9951	2.9843	0.0	2.9902	5.7634	0.0	2.8969	2.9839	2.8812	0.0	0.0	2.9396	0.0	2.9746	0.0	0.0	2.9917	0.0	0.0	0.0	2.9751	2.9807	0.0	0.0	0.0	0.0	2.9947	5.9641
PWY-5532	adenosine nucleotides degradation IV	2.2167	6.6034	0.0	10.9316	1.875	47.5605	48.9943	0.0	2.658	8.9803	6.9324	3.9963	0.0	0.0	0.0	18.5791	4.7419	47.3548	34.8961	5.8769	49.3759	0.0	4.8677	5.035	6.1172	2.7692	28.5709	0.0	4.2701	1.9118	13.9013	0.0	12.6391	9.9367	3.665	3.3913	13.2412	14.2088	10.8884	11.4958	5.7283	8.493	8.0504	14.4121	12.9496
PWY-5659	GDP-mannose biosynthesis	20833.875	26413.1947	25457.4666	25262.4262	21698.7776	25829.7479	27532.0525	23430.889	22000.7064	22422.8576	19931.4219	25842.7901	26082.8771	23389.3984	25496.852000000003	26984.9855	22837.1534	25165.8303	26541.6577	51449.8281	22606.45	47747.3435	20898.2782	19992.4974	26521.7282	24114.7821	24431.1482	25487.6737	21619.4497	20585.3319	24366.2898	28470.1779	31952.5386	29429.0429	28219.4561	25698.6641	28268.0485	26575.2898	25417.5372	27239.9927	26681.6703	28808.8692	25782.7415	31038.8478	31902.2228
PWY-5667	CDP-diacylglycerol biosynthesis I	50579.3262	54240.5425	64873.6969	55413.2041	66253.6893	58195.0291	62279.6192	57601.5659	36347.9366	48077.55	53975.795	46890.2373	59576.4727	64908.4092	58464.7268	45546.6909	50091.9157	50212.4029	68915.0072	48405.5465	60375.6293	44581.3322	59704.8134	53850.4939	54362.2076	52894.5961	40602.7904	52794.9766	58695.1157	63403.1954	48720.8913	64209.5479	54098.7264	53671.1528	64086.485	54147.9967	52791.8652	52393.7343	46435.1288	62422.3165	55230.9624	58027.751	52757.2103	51476.8987	60850.9227
PWY-5676	acetyl-CoA fermentation to butanoate II	8064.0832	7638.1281	9700.0758	10733.315	12254.6631	10526.7974	13427.3263	8281.5641	3075.7548	9077.9051	7829.7751	6298.6781	7029.8935	7870.7924	10027.4803	5159.5070000000005	3698.7433	7546.6858	9341.268	1790.645	6667.7655	899.8101	8359.3515	11091.2671	16529.79	7858.2909	5518.5811	7114.4394	5327.8924	9611.2109	11789.321000000002	10107.5364	5914.5792	5688.6098	3427.6787	4737.7242	6977.6218	8951.17	8298.9161	10140.4783	10224.3516	11699.121000000001	9912.0931	6125.3369	11471.2836
PWY-5677	succinate fermentation to butanoate	115.9077	247.97	192.4273	175.6167	158.74200000000002	151.502	119.4358	76.6972	112.1025	101.5127	96.3713	159.5708	134.1849	141.1397	144.7098	246.3211	223.4165	230.3309	166.947	5041.8703	244.1439	1565.0031	125.1421	189.7911	186.7259	106.15100000000001	306.9201	365.53	145.6272	117.5206	112.5035	109.2692	76.4931	108.8396	102.7747	119.5492	130.9878	112.4985	114.2631	151.7685	148.7563	81.9892	74.0123	108.5273	111.3827
PWY-5686	UMP biosynthesis	48300.63	52179.1969	62096.0746	53616.655	63118.3952	55787.2679	59246.3431	55407.9341	36549.5614	47021.0457	52343.1274	45930.0964	57018.8116	61965.9477	56007.0623	45164.7365	48391.2888	49539.8796	65291.7341	52881.9115	57993.747	48147.5116	57231.2481	51718.9477	52422.5962	50925.9442	40482.7455	51761.7378	55901.530999999995	60934.9155	47583.887	59719.6965	52505.5177	51901.6379	60012.5924	51123.3245	51199.4226	50738.8605	45707.663	60032.2574	53545.2858	52462.8676	48666.8976	48706.9573	56851.9441
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	21758.4202	40844.1326	33401.9942	23977.6454	34661.3697	34381.0282	39172.3792	31437.1958	17814.6512	21212.7642	19967.7365	29576.9897	48409.8324	35992.9357	43725.384000000005	27641.9163	22028.2573	26580.4465	43564.1929	52644.8835	29049.5072	50302.0337	22398.0172	21202.6261	34919.86	38536.1162	24144.921000000002	26221.045	25505.2229	34660.0398	19534.4306	35399.0068	22179.0133	35762.9926	20471.2522	40402.0742	28027.9421	23064.0139	23025.5767	35614.6775	24811.7324	30822.0193	23845.7587	23936.9793	35867.6916
PWY-5705	allantoin degradation to glyoxylate III	1256.2695	944.0519	1444.2867	1370.9495	1335.2577	1588.8348	3290.3196	753.302	465.45099999999996	1132.6835	385.705	1158.6057	1284.2656	1733.6347	1212.992	890.1693	654.5668	1666.2431	1546.7653	605.0809	1981.6527	463.6468	740.6816	995.591	1950.5503	554.8116	845.8864	814.2299	1170.2118	1386.7048	571.1248	1794.523	729.6186	500.8244	967.8398	768.4064	522.6438	643.9799	450.3075	1428.1192	856.8447	1183.0697	1162.7344	521.7204	1682.4612
PWY-5741	ethylmalonyl-CoA pathway	9.3752	5.7315	2.6531	16.2551	4.5467	84.57600000000001	81.6567	14.7304	16.5872	8.435	10.9264	4.6318	2.2638	4.5742	9.3063	27.1359	8.2271	102.8794	103.4734	89.8406	113.6496	4.4341	6.9207	9.3258	9.9516	14.9877	16.8711	2.2358	7.3885	3.0719	33.1464	2.9982	17.7457	27.0061	2.3924	4.346	25.729	20.8989	30.3141	19.7019	11.1625	17.7302	13.9608	15.8612	28.8489
PWY-5747	2-methylcitrate cycle II	37.7059	5.2593	39.973	74.4212	58.6753	32.4754	25.7895	16.528	15.9535	5.6144	21.2861	11.6683	18.39	2.6584	12.0675	28.0687	26.6399	72.4252	48.3355	177.4492	50.8498	39.5993	11.5133	7.1317	27.092	14.6338	55.9571	6.8406	7.9752	6.164	9.6845	5.6029	30.1433	47.2145	34.7786	50.495	42.1121	30.9306	16.5657	19.4408	10.4581	13.7922	7.8879	21.645	16.5307
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	720.6946	222.1456	524.4267	542.1293	296.1647	294.7245	192.959	903.4954	3907.7706	672.8219	1337.9767	274.2569	187.3984	90.8345	177.5727	4627.0117	242.8362	515.3380000000001	488.5908	8003.6029	787.2422	11486.01	155.2908	175.8023	362.974	169.1928	345.9404	260.9754	113.9225	99.2442	1982.233	584.92	461.6694	580.8473	561.8553	433.7633	836.6482	2222.3322	2071.2158	1376.7962	1798.3275	860.0922	471.027	1392.402	1053.0762
PWY-5838	superpathway of menaquinol-8 biosynthesis I	1955.1485	710.9037	1508.3909	1661.1453	857.7495	925.9675	599.2408	2354.8279	6948.4719	1954.4263	3346.1169	886.3744	597.5961	296.8052	572.8851	7654.5161	779.174	1589.4087	1437.5009	18544.081000000002	2087.4688	23407.5238	500.7544	567.3921	1112.2072	548.3731	1107.8478	851.2583	368.6943	320.7627	4726.748	1640.7358	1414.9735	1762.443	1659.4577	1319.8424	2460.8691	5300.5678	4984.3546	3160.5647	4122.8532	2387.6851	1462.476	3825.9503	2811.0139
PWY-5840	superpathway of menaquinol-7 biosynthesis	1968.5245	713.9695	1525.3455	1669.9857	866.5266	930.3182	602.8518	2392.8719	7096.4439	1973.0391	3392.3731	888.8695	600.7759	297.8518	575.114	7850.7846	782.2991	1599.9625	1452.5614	17374.7172	2132.8511	20479.0796	502.9083	569.7573	1120.2752	550.536	1111.1365	853.5371	370.074	322.1281	4834.4026	1660.8803	1424.1306	1773.5646	1675.5875	1329.102	2478.5778	5478.9369	5070.1885	3239.9176	4259.3916	2413.3852	1470.9262	3890.0261	2848.9487
PWY-5845	superpathway of menaquinol-9 biosynthesis	690.4753	495.6605	564.8465	490.1335	250.6708	480.25	323.4426	1724.2829	504.9671	1484.4042	490.1576	613.4273	371.8906	203.6265	395.8938	583.0654	494.6276	1014.1784	1036.1472	15672.2494	1639.055	20479.0796	320.8113	415.6832	783.9324	418.6487	710.5231	586.7552	274.9274	223.7809	2236.6976	1004.9362	740.0588	1330.0567	740.8187	453.2762	1603.6445	3559.0682	2100.8075	2006.9548	3104.4587	1904.4769	1082.9589	3110.8109	2065.3520000000003
PWY-5850	superpathway of menaquinol-6 biosynthesis I	690.4753	495.6605	564.8465	490.1335	250.6708	480.25	323.4426	1724.2829	504.9671	1484.4042	490.1576	613.4273	371.8906	203.6265	395.8938	583.0654	494.6276	1014.1784	1036.1472	15672.2494	1639.055	20479.0796	320.8113	415.6832	783.9324	418.6487	710.5231	586.7552	274.9274	223.7809	2236.6976	1004.9362	740.0588	1330.0567	740.8187	453.2762	1603.6445	3559.0682	2100.8075	2006.9548	3104.4587	1904.4769	1082.9589	3110.8109	2065.3520000000003
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	73.8489	122.7811	305.6527	319.159	409.457	397.7374	430.3927	146.735	122.2973	123.4307	82.7127	157.3627	143.988	96.1307	199.6707	187.6864	59.5518	503.5809	530.8475	5870.564	825.2118	8547.5047	63.611999999999995	85.0101	81.8852	159.9635	218.9898	99.5302	137.7161	65.7713	129.8305	3244.2775	306.0734	454.2561	446.2945	559.1568	1177.1545	128.3824	102.6376	77.8099	53.1031	5548.9029	4637.2948	3491.4315	3388.5524
PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	73.8489	122.7811	305.6527	319.159	409.457	397.7374	430.3927	146.735	122.2973	123.4307	82.7127	157.3627	143.988	96.1307	199.6707	187.6864	59.5518	503.5809	530.8475	5870.564	825.2118	8547.5047	63.611999999999995	85.0101	81.8852	159.9635	218.9898	99.5302	137.7161	65.7713	129.8305	3244.2775	306.0734	454.2561	446.2945	559.1568	1177.1545	128.3824	102.6376	77.8099	53.1031	5548.9029	4637.2948	3491.4315	3388.5524
PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	73.8489	122.7811	305.6527	319.159	409.457	397.7374	430.3927	146.735	122.2973	123.4307	82.7127	157.3627	143.988	96.1307	199.6707	187.6864	59.5518	503.5809	530.8475	5870.564	825.2118	8547.5047	63.611999999999995	85.0101	81.8852	159.9635	218.9898	99.5302	137.7161	65.7713	129.8305	3244.2775	306.0734	454.2561	446.2945	559.1568	1177.1545	128.3824	102.6376	77.8099	53.1031	5548.9029	4637.2948	3491.4315	3388.5524
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	470.01599999999996	336.6841	387.8524	331.5955	170.6539	326.4235	220.5146	1244.5095	341.2235	1037.7547	331.8203	415.3075	252.4266	137.8545	268.6751	395.3516	334.8716	698.8334	727.0538	11870.8183	1210.0746	16116.4199	217.1977	282.0432	538.3235	283.7846	481.8249	396.9721	186.5383	151.5805	1576.7992	700.4989999999999	505.148	919.0935	507.4123	306.6608	1110.8812	2575.9334	1469.5276	1454.3573	2281.3602	1353.5133	742.6341	2218.1148	1472.5748
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	1384.3215	486.88599999999997	1090.3354	1165.0631	615.5235	641.0012	416.5962	1752.5664	5681.3458	1387.7304	2489.2967	604.2792	410.1452	202.37099999999998	391.9419	6546.7746	532.2687	1116.4781	1029.6318	14405.4939	1587.7867	18908.9533	342.0048	387.4897	773.4801	373.6631	758.5534	579.7997	251.6827	218.7932	3559.8907	1177.654	987.3206	1232.5161	1176.5998	918.9567	1741.0756	4004.1849	3739.4173	2410.8778	3134.9468	1725.8528	1013.0462	2772.3611	2055.7964
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	470.01599999999996	336.6841	387.8524	331.5955	170.6539	326.4235	220.5146	1244.5095	341.2235	1037.7547	331.8203	415.3075	252.4266	137.8545	268.6751	395.3516	334.8716	698.8334	727.0538	11870.8183	1210.0746	16116.4199	217.1977	282.0432	538.3235	283.7846	481.8249	396.9721	186.5383	151.5805	1576.7992	700.4989999999999	505.148	919.0935	507.4123	306.6608	1110.8812	2575.9334	1469.5276	1454.3573	2281.3602	1353.5133	742.6341	2218.1148	1472.5748
PWY-5863	superpathway of phylloquinol biosynthesis	821.5242	253.6916	598.4461	618.4824	338.1905	336.5136	220.3966	1029.6178	4384.3367	767.0047	1522.2787	313.112	214.045	103.7837	202.8265	5194.6062	277.2858	587.8737	557.6465	8901.3943	897.5189999999999	12554.8466	177.3904	200.7974	414.3263	193.2508	394.781	297.9972	130.1503	113.3889	2249.1018	667.3226	526.8248	662.5336	641.0821	495.0004	953.4621	2520.8846	2348.6283	1567.1203	2043.3261	980.1727	537.4143	1583.7051	1199.6402
PWY-5896	superpathway of menaquinol-10 biosynthesis	690.4753	495.6605	564.8465	490.1335	250.6708	480.25	323.4426	1724.2829	504.9671	1484.4042	490.1576	613.4273	371.8906	203.6265	395.8938	583.0654	494.6276	1014.1784	1036.1472	15672.2494	1639.055	20479.0796	320.8113	415.6832	783.9324	418.6487	710.5231	586.7552	274.9274	223.7809	2236.6976	1004.9362	740.0588	1330.0567	740.8187	453.2762	1603.6445	3559.0682	2100.8075	2006.9548	3104.4587	1904.4769	1082.9589	3110.8109	2065.3520000000003
PWY-5897	superpathway of menaquinol-11 biosynthesis	1770.9421	630.0966	1362.1802	1482.6585	772.8839999999999	822.9017	533.6809	2159.8364	6682.68	1762.3171	3078.7945	783.9881	530.2594	262.1101	506.9922	7413.2605	690.3138	1419.2661	1293.9188	17241.1156	1920.0698	22107.9525	443.3101	502.2533	993.7216	485.0696	981.6389	751.88	326.0601	283.8258	4413.5475	1487.3023	1263.7486	1576.421	1492.5179	1180.2258	2212.5412	4997.6939	4631.6605	2958.897	3893.309	2166.2263	1303.7631	3499.67	2567.261
PWY-5898	superpathway of menaquinol-12 biosynthesis	1770.9421	630.0966	1362.1802	1482.6585	772.8839999999999	822.9017	533.6809	2159.8364	6682.68	1762.3171	3078.7945	783.9881	530.2594	262.1101	506.9922	7413.2605	690.3138	1419.2661	1293.9188	17241.1156	1920.0698	22107.9525	443.3101	502.2533	993.7216	485.0696	981.6389	751.88	326.0601	283.8258	4413.5475	1487.3023	1263.7486	1576.421	1492.5179	1180.2258	2212.5412	4997.6939	4631.6605	2958.897	3893.309	2166.2263	1303.7631	3499.67	2567.261
PWY-5899	superpathway of menaquinol-13 biosynthesis	1770.9421	630.0966	1362.1802	1482.6585	772.8839999999999	822.9017	533.6809	2159.8364	6682.68	1762.3171	3078.7945	783.9881	530.2594	262.1101	506.9922	7413.2605	690.3138	1419.2661	1293.9188	17241.1156	1920.0698	22107.9525	443.3101	502.2533	993.7216	485.0696	981.6389	751.88	326.0601	283.8258	4413.5475	1487.3023	1263.7486	1576.421	1492.5179	1180.2258	2212.5412	4997.6939	4631.6605	2958.897	3893.309	2166.2263	1303.7631	3499.67	2567.261
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	604.7280000000001	256.8089	1068.5567	849.1853	304.7729	568.7009	232.2563	338.3263	134.6343	537.2077	235.5021	527.5668	838.6859	75.61	850.2652	558.0003	347.7922	4064.6079	1636.4062	2392.4594	4121.5275	829.7497	89.1954	225.2527	161.0382	290.82	584.4007	1848.8228	268.986	45.5189	3740.7791	1017.3371	1682.6411	1047.2149	2161.5794	481.1365	1078.822	7635.6194	1567.6439	1370.4720000000002	3672.8517	631.7591	2985.2944	7736.276999999999	1322.8870000000002
PWY-5913	TCA cycle VI (obligate autotrophs)	16386.1874	7205.4795	6981.9228	13704.9425	5106.4818	12131.9456	7446.5357	8237.6372	10320.5352	5361.8131	15159.3948	6183.6157	4795.2349	5215.2038	9819.7012	13262.9048	3197.6443	7558.2297	7737.5871	52857.9349	4714.5854	51884.2612	4209.17	4231.0799	4428.7156	4343.8881	9605.5914	5597.3906	5799.6261	3372.8169	7685.9443	9741.0753	5286.4444	5722.6901	4950.917	4119.6161	8711.1849	9805.1701	7989.0105	7165.289000000001	6937.2836	11244.1758	13814.1685	13239.6607	12169.2372
PWY-5918	superpathay of heme biosynthesis from glutamate	12907.0754	3602.21	2906.3877	4693.4337	3506.0927	5108.2954	2574.4314	1362.2326	772.1631	1622.3589	6680.8362	2912.4638	1847.0322	1037.2168	4002.4829999999997	1009.4734	1567.325	4661.1602	1528.8299	7985.2519	2499.8234	9922.8358	575.1703	959.2106	1171.4063	750.7711	4210.2932	2074.7641	2297.3696	844.7583	1879.9719	1678.9783	3685.0085	3385.9709999999995	4323.2228	2532.6269	4011.9781	1088.5282	1482.8054	2410.0404	1561.8785	3797.6892	3696.2155	4975.2119	3015.6195
PWY-5920	superpathway of heme biosynthesis from glycine	107.2933	605.0851	1063.7992	1591.1478	1063.7287	1960.6142	1503.6263	699.3776	110.5285	621.9474	141.4598	1391.5858	835.9836	409.2994	1791.4947	120.6982	506.7568	2036.0787	777.2875	484.9325	1425.6747	1592.2172	57.5805	88.8835	530.8017	110.03399999999999	1147.4536	1060.0681	175.1261	273.4483	387.4903	312.3293	788.827	853.5415	1145.6038	680.6597	1260.6268	388.6389	483.0805	468.7529	337.7944	1257.1488	912.5205	1621.4918	950.9953
PWY-5941	glycogen degradation II (eukaryotic)	0.0	0.0	0.0	0.0	0.0	27.9903	35.9856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.9071	87.9186	111.8233	47.9723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9998	0.0	0.0	0.0	3.9998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5971	palmitate biosynthesis II (bacteria and plants)	958.4773	1456.1184	1325.7551	3956.1251	354.7186	2539.3681	1172.3247	1879.2329	3377.8221	3896.1637	863.8234	2949.2842	1370.3315	735.1401	887.1728	5460.7029	5232.6094	12817.752	3475.5185	20571.6379	6435.3508	17737.7654	1522.6023	3062.5008	2490.0593	1433.1292	5230.9236	5318.9368	1037.5438	992.7828	3925.6303	959.3062	17139.3481	13022.1487	12469.6398	8532.4259	15416.475	1713.5146	2682.4556	3740.7231	3310.1076	2032.3091	4598.8779	4286.2609999999995	4521.7349
PWY-5973	cis-vaccenate biosynthesis	45814.6643	49519.1808	58839.939000000006	51958.8475	59492.2983	53739.5196	56887.4875	52065.9049	33395.8966	44498.8699	48900.9441	42989.6743	53784.0038	58630.0655	53342.6356	42197.6851	46304.8488	47876.986	62746.8106	59407.0772	54771.3974	57466.3518	54270.8269	49309.6058	50176.1794	48285.2169	39805.7003	49733.7123	53112.3704	56975.3232	43045.8252	56388.3078	51167.1166	49753.5443	57913.608	49429.9749	49882.2728	43556.0779	42140.3798	55953.662000000004	48665.6552	51093.4173	46178.0124	43473.7339	54312.2568
PWY-5989	stearate biosynthesis II (bacteria and plants)	622.099	978.7514	850.13	2668.4843	225.8861	1680.5983	783.5748	1262.9785	2926.6869	2719.4162	568.472	2003.2813	888.547	511.6208	562.5397	3952.5841	3976.4787	9031.7114	2273.8149	16305.4908	4251.3917	16520.8035	1145.9297	2277.6389	1875.5565	955.2560000000001	3753.5987	3557.0516	682.8797	785.7285	2535.3941	601.8278	13242.8887	9955.1702	8739.7263	6792.871999999999	12464.2726	1048.7037	1762.8476	2450.5863	2101.2771	1334.5115	3039.4485	2715.8022	3002.0474
PWY-6071	superpathway of phenylethylamine degradation	24.3928	2.4914	12.5746	7.9257	16.5318	6.1323	2.7569999999999997	0.0	1.9280000000000002	8.089	0.0	6.4028	8.5599	0.0	4.4685	3.6824	26.1301	56.4524	3.7793	311.5834	63.6195	52.6211	0.0	2.3847	18.9006	0.0	35.3266	16.1692	8.8444	3.8487	0.0	0.0	0.3791	5.601	0.0	23.1855	13.2434	7.9358	6.1125	4.2325	5.5271	0.0	0.0	7.7768	0.0
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	46079.3567	47756.8577	56033.0289	49684.804000000004	56613.7848	50779.0691	53329.7708	51104.4374	34273.2366	43306.6367	49150.1588	42853.4154	51854.0779	55529.787000000004	51242.1892	41107.421	44958.9686	45904.8063	59468.187999999995	54756.6853	52724.3634	52042.4399	52144.2844	47455.7204	48078.0835	47074.6301	38182.4651	48481.3909	50685.2217	54454.9945	42227.5472	53652.9778	48423.9506	47724.0002	55031.1641	47748.5755	47513.687999999995	42721.3058	42202.7319	53798.096	47329.5702	48494.7067	44052.3149	42077.0721	51976.9269
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	47390.3979	48220.4575	57198.6682	50094.6683	58187.8326	51643.5648	54612.3162	51956.1513	34279.3412	43518.712	50133.9732	43006.801	52787.6516	56868.9531	52337.167	41650.0648	45036.056	46359.1412	60578.2238	50856.2993	53817.1931	48037.1167	52903.1264	48065.4825	48601.0833	47624.6709	37790.0511	48460.4763	51766.2871	55587.9326	42420.5851	54653.2128	48883.7127	47919.0358	55736.5333	48026.9068	47457.5634	42939.8502	42190.7569	54746.5564	47791.7374	49336.5057	44510.5122	42436.1822	52790.6479
PWY-6123	inosine-5'-phosphate biosynthesis I	40286.2693	43155.6325	50604.3083	45535.397000000004	51013.163	46120.0813	48048.6548	45947.9422	30647.2009	38908.0276	43431.373	39090.0327	46450.3904	50258.0673	45871.4135	37698.8568	40568.6168	41459.2473	53813.8385	53000.8555	47000.9512	48491.5277	47109.4109	43016.6053	43642.8501	42209.244000000006	34923.146	44245.6336	45841.2605	49055.7342	38288.1601	48736.7791	44559.7023	43826.3575	50046.0234	42709.0441	43341.8498	39257.9394	38029.6741	48606.2907	43092.4255	44551.3268	40436.4096	38911.0941	47369.0729
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	18649.8035	9277.2879	11055.496000000001	18623.3903	9007.9866	14523.4699	8644.4119	10988.6757	10844.2734	8631.6201	14872.2107	13848.8428	7558.4411	7282.9488	11896.4952	15384.8921	6442.5045	16363.6928	12848.8301	49559.179000000004	11795.8659	48059.45	6455.408	7545.0305	8117.141	6951.8164	14100.0789	15932.4268	8415.3425	5180.6106	9904.2794	10104.66	8230.2224	10521.948999999999	7809.0835	4949.7257	9970.6527	10615.4244	11436.454	8849.1312	9144.5012	15276.2586	13046.6321	13920.7793	12759.9658
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	38286.5797	48691.6006	47346.1331	41274.4207	46859.3492	42939.6244	39613.7628	40745.9386	27928.744	36135.1188	34229.9133	40296.8295	51129.4021	44724.5431	48815.1532	38155.6937	36939.9286	44405.2267	49442.2706	54805.469000000005	47282.3665	51182.7818	33036.8497	35433.7973	41702.2896	42696.7395	34274.6963	39825.2828	33915.607	44361.5794	36981.095	42762.8807	45766.1771	46606.7325	44940.2255	46481.8924	41150.7134	46143.0218	37330.4685	45033.3612	42741.3951	43536.5561	38265.4784	47601.9116	46864.1063
PWY-6143	CMP-pseudaminate biosynthesis	0.0	0.0	0.0	0.0	0.0	3.6723	1.9095	0.0	0.0	3.3647	3.5438	2.4942	0.0	0.0	0.0	0.0	0.0	2.2937	1.8688	0.0	9.2863	0.7029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.049	0.0	0.0	0.0	2.2435	2.2671	0.0	1.8411	0.0	0.0	0.0	0.0	5.5360000000000005	4.2329	0.0
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	23812.8435	23900.9745	30871.3217	30361.8689	32175.7939	28884.4246	27986.8354	30463.1442	21566.5646	27631.3227	30757.0684	25575.0359	26488.2747	31733.4485	25929.3474	24265.2862	27397.1049	27346.0722	34239.9846	48862.3719	31346.7189	45756.2497	34118.7565	29834.7736	26502.1703	26083.6204	24514.9761	31633.9432	30799.0597	33307.4655	26396.9893	30029.3768	32538.2305	27778.7161	37013.1455	27184.7183	29173.319	20221.5225	27293.5257	29236.7961	26984.4888	27309.2888	26513.3154	26310.7089	30845.2986
PWY-6151	S-adenosyl-L-methionine cycle I	29513.0696	33522.9021	42109.1716	33439.5661	41072.6326	35690.6061	39470.0536	36692.1388	22275.061	31526.7841	34192.3687	32448.8564	37932.721	36745.3997	34597.6396	27459.2833	34580.8525	31264.0712	47057.2012	20855.9572	38188.1356	16712.6624	38459.5962	34819.0116	34449.6314	35032.5013	27255.3823	35509.8709	39166.8595	39964.0627	30599.3302	41034.7044	33422.935	36358.4316	40142.9999	35152.507000000005	34793.8849	30946.9537	30564.3945	39857.2746	33714.8985	31900.8871	32148.2149	29242.1242	31459.5547
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	45774.9064	49495.6805	59075.9485	50939.245	60600.4816	53314.223	56958.682	53336.9095	33938.0221	44385.3747	50228.9555	43625.2044	54563.3431	59606.037000000004	53291.8162	41984.6675	46715.5061	43874.4228	62955.8221	47143.7286	52383.6712	44055.9565	55549.6816	49719.4501	49837.3428	49185.3872	38118.6258	48487.4714	54380.39599999999	58412.7664	43453.44	57283.5398	49909.16	49791.1474	57592.5495	49686.629	48405.2344	43708.6677	42784.4277	57017.6767	49227.7173	50835.0479	45361.3665	42795.3128	54510.4546
PWY-6182	superpathway of salicylate degradation	0.0	0.0	0.0	0.0	0.0	10.1933	12.9015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.6564	29.9645	44.4123	20.6248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3761	0.0	0.0	0.0	1.4780000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
