Pathway	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
Pyruvate metabolism [PATH:ko00620]	980993.2600000002	1018892.8799999997	1170625.6400000001	1006741.8000000003	1190827.73	1056080.7799999996	1132278.0200000003	1056478.8200000005	655950.5099999999	881364.4400000002	1000353.1000000001	875079.0700000001	1113585.6200000003	1149798.7599999998	1094006.8199999996	849222.9999999998	909093.3100000002	944628.35	1259627.4600000002	1343637.3600000003	1092422.92	1267726.9299999997	1051995.97	964494.5099999999	1017819.7100000003	999853.0500000002	776188.2399999999	966809.3599999998	1056324.1300000006	1129425.6599999997	881897.7900000002	1144185.2299999995	1039011.5500000005	1002423.3500000006	1148281.9999999998	1026443.4800000004	960786.4700000001	962225.7400000003	857434.5500000002	1128467.1100000003	1012920.67	1047735.9700000004	941960.3399999996	989045.0499999999	1096750.51
Quorum sensing [PATH:ko02024]	1585079.5200000007	1751939.4700000007	2001613.990000001	1566912.5500000007	2110133.1900000004	1791774.1800000002	2038766.8500000008	1734042.7500000005	960693.9300000002	1414977.67	1555568.3600000008	1411189.57	2081399.5100000007	2082441.4599999993	1997721.7000000002	1381438.2	1412602.8299999996	1544597.3100000005	2236052.1799999997	1202319.5400000005	1868348.1900000006	1149185.4600000002	1714547.0999999994	1551910.740000001	1705430.059999999	1716380.470000001	1132225.53	1432249.5999999999	1793664.3099999998	2018049.3299999998	1328610.710000001	2088489.4799999997	1528293.9600000002	1654523.7500000014	1824941.4700000011	1793809.240000001	1441775.8800000008	1487362.76	1306742.13	1985554.2200000011	1604078.1399999994	1733862.729999999	1532803.7500000005	1420589.1100000006	1852130.5000000002
RIG-I-like receptor signaling pathway [PATH:ko04622]	250.0	617.12	698.75	509.84	236.24	219.08	171.42000000000004	185.09	83.5	274.14	178.49999999999997	664.4200000000002	822.66	149.75	519.91	168.49999999999997	488.78	2353.83	612.6899999999998	445.20000000000016	2421.41	377.58	164.17000000000004	431.5	593.75	373.83	541.0600000000002	1155.25	118.67	88.48	200.92	154.67999999999995	455.19	389.57	715.92	351.34000000000015	452.78	546.5799999999998	304.16	199.41	364.78	111.83	276.34000000000003	501.33	207.17
RNA degradation [PATH:ko03018]	561198.4500000002	612731.43	731545.72	640599.03	736533.5400000002	665580.37	700895.4800000002	655967.7700000003	421379.5500000001	545249.1000000001	611071.53	541132.3200000003	675216.88	718979.3500000001	660369.9900000001	534202.4800000002	560371.8500000001	574950.2100000001	779563.1200000001	763958.46	664134.0399999998	713879.3100000002	666330.6	596210.79	607228.46	602194.1700000003	477480.0000000001	606017.2100000001	661857.33	706400.7899999997	550772.34	704867.79	615683.3000000002	614924.9000000003	699137.2800000001	611862.0200000004	592374.63	587414.4600000002	527196.5900000002	701960.68	616065.5599999998	624761.3300000001	570705.2599999999	573870.0800000003	677381.4700000002
RNA polymerase [PATH:ko03020]	158514.69000000006	168130.27000000008	197194.94000000003	169163.57000000004	201697.48000000007	176595.08	190035.78000000003	178697.03000000006	116563.97000000004	148676.98000000004	168388.78	145774.22000000003	182825.77	198765.72000000003	179354.96000000002	143528.43000000002	155831.24000000002	157283.48000000007	210018.89	172819.94000000003	186824.47999999995	159156.14000000004	183307.06	166610.27000000002	169571.43	163765.46000000008	127625.84000000005	164464.61	179608.13999999998	193880.5899999999	154068.40000000002	192091.63	169867.83000000007	164063.74000000005	194907.28000000006	163518.37000000005	161310.69000000006	170872.29000000007	144926.06000000003	192307.76	175651.08	171067.8	158510.79	167187.21000000008	184258.10000000003
RNA transport [PATH:ko03013]	90837.59000000004	97656.22000000003	123685.83000000005	102044.20000000001	127949.62000000004	111298.9	123090.63	108083.89000000001	60975.04	90513.87	101671.01999999999	88722.89000000001	116920.60999999997	126756.94000000002	111871.03000000004	78485.11000000003	91329.06	94142.58	137404.07	98549.40000000001	114453.87999999999	91540.41	115199.35	100025.95000000001	100027.51000000001	99895.79000000002	70418.01000000001	97544.3	115211.31999999999	125223.02999999996	85146.08000000002	120784.25	86845.42000000003	96591.83000000003	107878.26000000004	96317.80000000003	91094.17000000001	83560.22	80410.36000000002	118243.03	93980.36000000002	96282.14999999998	90913.75000000001	75381.60000000003	106674.79000000001
Renal cell carcinoma [PATH:ko05211]	7791.75	2558.58	2077.16	3077.08	2468.0	3450.09	2449.71	2339.17	1997.58	1720.32	4327.5	2273.16	1707.92	1261.33	2844.58	1295.25	1311.4	2042.29	2251.13	10973.12	1962.98	14109.07	919.91	1311.75	2203.66	1644.5	2439.390000000001	2094.86	1639.92	1255.88	4313.75	1816.58	2479.06	1885.92	2359.83	1195.0	2264.640000000001	6665.75	2567.16	2703.75	4403.91	2359.92	2973.0	6623.83	2900.36
Renin secretion [PATH:ko04924]	0.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	6.0	2.0	2.0	2.0	0.0	3.0	1.0	4.0	1.0	3.0	1.0	0.0	3.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	7.0	2.0	3.0	2.0
Renin-angiotensin system [PATH:ko04614]	285.5	1150.5	1419.0	3057.0	378.5	1730.0	718.5	776.0	980.5	1160.0	403.0	1058.0	442.0	347.5	427.0	1158.5	1610.5	2819.5	1215.5	22155.5	1310.0	20431.0	685.0	854.0	946.0	638.5	1475.5	1856.5	301.0	303.0	973.5	587.0	4112.5	3430.0	3212.5	2629.0	5158.0	519.5	724.5	993.0	786.0	920.5	964.0	1217.0	1342.5
Replication and repair	440146.8600000001	427151.3800000002	542715.3599999999	470398.5800000001	572995.6400000001	497350.8599999999	528992.84	488126.87000000005	287133.8000000001	392808.2800000001	471918.7700000001	387333.3100000001	505222.98	590710.72	502667.6400000002	346139.42000000004	389079.07000000007	450270.2600000001	580492.9200000003	640819.4900000002	545912.0699999998	717453.9199999999	509155.93	441568.26	420696.57	428273.35000000003	299432.9200000001	442439.44	515645.70999999996	557958.8699999999	399688.9	524573.3999999999	375831.23000000004	405743.1500000001	474816.92000000004	395397.67000000016	393829.7200000001	401038.85000000003	358814.61	526991.77	440240.90999999986	451597.5700000001	421464.17000000004	364908.0600000002	524324.8000000002
Retinol metabolism [PATH:ko00830]	5311.13	4532.38	5504.79	6133.78	3957.7	4638.71	3358.25	6039.37	7146.3	6916.84	7471.78	5421.32	5561.51	4665.25	6178.15	7330.23	5575.07	11820.199999999999	7401.540000000001	32723.99000000001	10606.15	30916.899999999998	5062.24	5487.37	5255.83	6387.49	6404.16	8040.23	4108.79	3425.0	8799.21	7413.86	5133.610000000001	5908.99	5619.9	5533.160000000001	7021.52	11280.25	8901.95	5765.89	7146.14	10445.18	11880.880000000001	13352.95	8067.45
Retrograde endocannabinoid signaling [PATH:ko04723]	5762.0	77.5	66.0	213.0	790.0	492.5	489.0	228.5	23.5	45.5	2378.0	498.5	291.5	193.0	1033.5	26.5	21.0	23.5	23.0	8.5	16.5	0.5	18.5	34.5	31.5	47.5	14.0	37.0	626.5	143.5	40.0	58.5	12.5	7.5	13.0	14.5	6.5	31.0	64.5	277.0	17.0	23.0	105.5	5.0	68.0
Rheumatoid arthritis [PATH:ko05323]	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.5	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.5	1.5	0.0	1.5	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.5	0.0	0.0	0.5	0.5	0.5	0.0	1.0	0.5	0.0	0.5	0.5
Riboflavin metabolism [PATH:ko00740]	145462.84000000003	163426.6300000001	165818.47999999998	153117.13999999998	168303.98	164913.63999999998	158435.87000000002	134667.41000000003	112564.95000000003	133824.35	114003.61	141409.14000000004	191108.57	171814.51	182409.41	157613.07000000007	134390.74999999997	148391.09000000003	176064.32000000007	239678.46000000002	153812.83	235559.52999999997	136372.34000000003	135662.36	155046.77	152845.00000000006	147353.56000000003	143255.57	142884.08	162844.13999999987	126148.87000000001	196041.92999999993	179345.15000000008	179186.16000000006	208645.56999999998	193137.76000000007	157696.11000000007	133267.89	141968.21000000002	179414.59000000005	149355.63	189608.33000000005	168245.65999999995	167331.4800000001	195668.63000000006
Ribosome [BR:ko03011]	2106326.0100000016	2265264.980000003	2643443.15	2327262.8900000015	2675175.8099999987	2391453.500000002	2514981.6699999995	2395747.700000002	1593463.4400000018	2024923.9200000002	2263551.1500000004	2008602.6099999994	2439554.79	2629865.1399999983	2400148.420000002	1946659.179999999	2120016.5099999984	2127002.220000002	2798823.4899999984	2455143.4500000016	2467106.7600000002	2259493.360000002	2465131.3799999994	2241202.320000003	2277726.2899999986	2208340.3200000017	1786396.6800000018	2268728.3399999994	2385966.909999998	2578216.34	2088580.8200000017	2548296.409999999	2326831.1000000006	2270427.7800000017	2627920.430000001	2235709.5100000026	2245580.830000002	2264462.810000001	2005932.3099999998	2570189.010000003	2345028.9899999993	2298444.5899999994	2129012.7000000016	2221320.050000001	2479937.3799999994
Ribosome [PATH:ko03010]	2106326.010000002	2265264.9800000023	2643443.150000001	2327262.890000002	2675175.809999999	2391453.5000000023	2514981.670000001	2395747.700000002	1593463.4400000018	2024923.9200000002	2263551.150000001	2008602.6099999994	2439554.79	2629865.139999998	2400148.420000002	1946659.179999999	2120016.5099999984	2127002.220000002	2798823.4899999984	2455143.4500000016	2467106.759999999	2259493.3600000027	2465131.379999999	2241202.320000003	2277726.2899999986	2208340.320000002	1786396.680000002	2268728.34	2385966.9099999974	2578216.34	2088580.820000002	2548296.4099999988	2326831.1	2270427.780000002	2627920.430000002	2235709.510000003	2245580.8300000024	2264462.8100000015	2005932.3099999998	2570189.0100000026	2345028.989999999	2298444.5899999985	2129012.7000000016	2221320.0500000007	2479937.38
Ribosome biogenesis [BR:ko03009]	1835915.8000000007	1985630.7100000002	2347214.53	1989352.0400000005	2410116.6800000016	2102551.450000001	2254761.16	2101717.5300000003	1317534.4800000007	1744348.3300000008	1956204.6000000008	1706021.7900000003	2201175.119999999	2367722.74	2147091.700000002	1654926.2100000004	1822395.4199999997	1823011.4500000018	2510910.28	1919454.8399999996	2184786.79	1817432.3599999996	2166799.6399999997	1954969.9900000014	1980592.0299999998	1948436.480000001	1487941.8700000017	1912602.0	2135308.569999999	2316793.5899999985	1746967.3900000008	2282646.61	1955854.1500000004	1943066.5700000005	2270818.870000001	1954009.1000000003	1877020.2600000012	1875957.970000001	1672109.4599999986	2275633.9500000007	1993697.5999999994	2002395.0199999984	1824266.709999999	1810285.6900000009	2154374.3300000005
Ribosome biogenesis in eukaryotes [PATH:ko03008]	39947.85000000001	42679.55000000002	50057.750000000015	44030.42000000001	50596.67000000001	45257.72	47630.01	45232.77000000001	30149.210000000017	38275.99000000001	42714.34	37919.87000000002	46077.759999999995	49660.98000000001	45328.87000000001	36887.95	40070.16	40307.44000000002	53258.700000000004	53939.320000000014	46959.35999999999	49782.540000000015	46537.3	42299.87	43006.58	41681.790000000015	33865.400000000016	42848.560000000005	45215.049999999996	48678.27999999997	39442.86	48297.810000000005	44011.53000000001	43118.03000000001	49953.960000000014	42359.330000000016	42546.77000000001	42828.01000000002	37879.830000000016	48647.62	44410.21000000001	43528.33	40332.8	41786.59000000002	46909.03000000001
Salivary secretion [PATH:ko04970]	1130.25	1259.1	1373.41	3329.58	383.66	1725.4	662.5	1641.1699999999994	2848.83	1686.63	1219.9199999999996	3891.58	1103.51	355.82	852.16	2971.24	1884.02	4866.75	1714.7800000000002	25640.7	3587.74	24413.59	580.33	1160.0	1489.82	789.0799999999997	2642.14	3431.08	664.76	500.31	2124.83	856.0799999999997	4217.620000000001	4004.09	3134.24	1603.83	3687.86	3472.75	2798.08	1271.08	2719.69	996.09	1992.99	3234.83	1906.08
Salmonella infection [PATH:ko05132]	232132.74000000005	227510.46000000002	281668.0999999999	243158.38	284257.9600000001	252867.17000000004	267546.52	251431.3700000001	145831.51	207679.46000000002	241515.28000000003	199664.27000000002	249652.65	280245.6200000001	252401.41000000003	184209.4400000001	210984.82	211574.53	292471.02	285778.47	255235.47999999998	269221.55000000005	262111.97000000003	235679.04	229315.6400000001	227760.29000000004	172973.15000000002	227208.69999999998	265790.93999999994	273204.6299999999	196541.0	264990.31000000006	223495.26000000007	219370.2100000001	267338.32000000007	223043.25000000006	214469.86000000004	198527.96000000002	189137.08000000002	260115.13000000006	220962.67	240086.02000000002	213839.29	196719.0000000001	250584.83999999997
Secondary bile acid biosynthesis [PATH:ko00121]	82695.55000000002	105266.90000000002	126821.30000000002	101716.94000000005	132970.53000000003	111636.12	122177.72	112278.23000000003	63882.60999999999	92823.40000000001	99732.0	87280.36000000003	123658.58999999998	136794.76	116375.10000000005	76158.94000000002	95611.93	94811.95000000001	136649.71000000002	73772.05000000002	119157.67999999996	73044.08000000002	119226.33000000002	104115.96	101162.45000000001	105479.10000000005	69875.14000000001	97011.23000000001	116672.63	134915.20999999996	88226.58000000003	119773.79	93610.18000000004	96531.30000000005	112212.42000000001	100091.04000000004	90787.71000000004	88458.28000000003	82565.42000000001	122588.34000000001	101139.69	98485.95999999999	89616.43999999999	83580.58000000005	115310.14000000001
Secondary metabolism	1038.67	1597.3400000000001	1541.14	1755.8100000000004	1421.33	1160.04	1198.16	1500.83	588.15	1330.94	1757.6699999999998	811.5	1113.1899999999996	1756.82	1635.82	1096.1600000000003	1332.4299999999998	1270.5	2311.37	15278.650000000001	1868.2500000000002	23444.45	1320.8	1373.0	1283.14	1593.34	790.8800000000001	1648.94	1115.02	886.1899999999997	578.9900000000002	6226.32	1955.4099999999999	2396.67	1982.1499999999996	1675.84	3248.0499999999997	1209.16	1700.4699999999998	1165.5	929.31	6954.18	6478.82	3375.83	4024.950000000001
Secretion system [BR:ko02044]	1320673.620000002	1197747.7500000002	1498125.9700000007	1246256.6799999995	1572658.1800000009	1325068.4800000011	1443055.1300000004	1379794.4300000002	775864.4500000001	1085172.7000000002	1381595.8499999994	1033331.0099999999	1359217.8900000015	1529699.9900000012	1374589.8600000003	988150.3199999995	1121660.41	1110001.330000001	1634271.2299999993	1154012.2300000014	1386041.450000001	1145547.57	1423038.1399999987	1257072.4000000004	1214033.0399999998	1245462.3800000004	857480.0899999993	1176813.5699999996	1423821.839999998	1497641.3499999994	1085169.2099999997	1481010.879999999	1162240.0600000008	1167203.6600000006	1386592.1000000008	1189591.9500000016	1137312.7300000002	1119470.83	1027390.859999999	1419045.4500000004	1217509.2600000002	1339194.9299999992	1183308.2700000012	1128552.5900000003	1369879.8800000001
Selenocompound metabolism [PATH:ko00450]	265421.4600000001	320616.6100000001	356309.0700000001	302447.13	357784.62	326023.36000000004	348904.98000000004	311444.2700000001	191371.74	259212.43000000008	274936.9	272316.23000000004	363205.69999999984	346920.49000000005	342804.69000000006	261571.66999999998	273244.89	281548.74000000005	395038.5800000001	395039.59000000014	325480.6999999999	369757.6300000001	304527.02999999997	282831.05	308157.5299999999	307579.71000000014	235829.1700000001	282455.19	309063.91	342571.07999999984	251467.39000000007	358627.13	280407.2400000001	311004.3500000001	329154.0200000001	317613.5000000001	277462.9100000001	284990.73000000004	252569.21999999997	347446.38	296717.19999999995	313581.56999999995	284294.53	272207.26000000007	327898.0800000001
Serotonergic synapse [PATH:ko04726]	16.17	15.43	93.95	109.5	79.74	34.64	31.590000000000003	19.33	23.83	15.92	16.21	12.3	17.5	34.72	25.78	13.45	11.92	69.57	55.16	73.81	65.9	57.16	12.67	14.5	31.25	15.12	10.5	9.29	11.01	18.590000000000003	17.17	32.02	86.97	150.43	115.33	130.4	113.35	37.12	27.739999999999995	41.16	35.66	19.83	23.29	21.62	45.39
Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	590.66	37.34	112.34	99.34	60.84	58.66	37.84	749.34	4667.84	462.66	1370.0	74.66	20.0	28.66	40.0	6132.66	30.0	80.5	91.16	145.66	48.34	30.66	57.34	40.66	44.66	22.66	68.0	62.66	70.0	39.34	1693.34	430.0	141.66	416.34	139.16	83.34	417.5	1441.34	1875.34	1063.34	879.34	255.34	145.34	703.34	854.66
Shigellosis [PATH:ko05131]	83466.79000000001	66434.20000000001	101037.29999999999	83491.28999999998	102308.13999999998	88262.88000000005	97003.02	90789.29	38810.85000000001	66844.86	92761.37	61832.05000000002	78277.04	101180.24	82773.87000000001	47944.370000000024	66552.23000000001	60551.05000000002	106544.15000000001	87487.84999999999	84990.21000000005	113961.52	98426.95000000001	83069.91	68461.25000000004	74720.36999999997	42874.070000000014	72366.77000000002	105470.15999999997	99278.06000000004	58627.73000000001	83709.52	59434.030000000006	62343.35	80073.44999999998	64217.220000000016	59159.12000000001	45580.07000000001	53044.12000000002	82888.77000000003	60779.50000000001	71320.12999999998	57381.73000000001	42055.82000000002	76346.17999999996
Signaling proteins	137678.2	131198.56000000003	156814.46000000002	134243.19	161515.91000000006	142737.10999999996	152868.34000000005	138526.65000000008	86678.75000000003	117889.70000000003	132943.96000000002	112111.77000000003	144019.81000000006	157729.16999999998	144767.71999999997	108663.17000000003	119463.47999999997	125153.43000000004	165205.67	202188.90000000005	150775.61999999997	202722.76	144626.21000000005	131408.69999999998	135445.44	126745.00000000004	101953.64000000004	128428.44000000002	143635.26000000007	154178.25999999992	113594.52000000002	148843.83999999997	131694.42000000004	124691.91000000002	150966.75999999998	125908.85000000003	123338.95000000004	124769.69	107533.46000000005	150679.34	133558.28	128423.23999999999	117823.70000000001	116213.82000000004	137986.91000000003
Small cell lung cancer [PATH:ko05222]	826.0	1809.58	1687.5	2253.0	1452.5	2290.0	1498.17	1404.0	252.5	1049.67	1670.08	848.3299999999997	1050.0	1683.0	1973.0	661.0	608.0	1287.58	1698.83	304.0	761.0	38.5	936.0	1032.0	982.0	1181.0	1770.92	985.0	995.0	757.0	336.92	107.0	276.0	321.0	428.5	296.75	455.5	361.5	543.0	489.0	202.0	434.0	313.92	590.33	367.5
Sphingolipid metabolism [PATH:ko00600]	153403.08000000002	203791.69	238075.19000000006	216116.77999999997	229578.92000000007	217834.28999999998	212067.87999999998	217202.85	167951.38999999996	198111.88	191387.47999999998	195931.72	242497.24	227797.98	217948.34000000005	197369.86000000004	193858.18	205989.29	264943.54	548011.0700000001	219726.99999999988	536260.48	213885.08000000002	193097.37	193512.41000000003	208058.97000000003	168060.25000000003	209293.62	206322.47999999998	241577.2999999999	181316.45	218478.81999999998	166645.26	217452.38000000006	201041.63000000006	213205.39000000004	200312.38000000006	169603.6	188462.32	227807.61	181304.15999999997	169553.22999999998	167114.27	135950.05000000005	200673.70000000007
Spinocerebellar ataxia [PATH:ko05017]	1186.08	2262.58	2161.5	4090.75	1542.5	3106.5	1737.67	2275.75	573.25	1537.67	2271.91	1403.9999999999995	1232.17	1847.67	2220.33	971.6700000000001	1089.83	2725.67	2672.33	14839.0	1077.92	20211.0	1381.5	1537.17	1370.92	1420.0	3750.42	2824.42	1520.5	1005.33	487.59000000000003	377.5	557.5899999999999	757.0799999999999	590.66	544.83	837.5	501.67	740.5	607.84	374.75	686.59	468.75	690.4100000000001	507.92
Staphylococcus aureus infection [PATH:ko05150]	5122.17	10989.73	7806.58	5210.5	5778.74	6753.6	5762.34	6995.58	2221.83	4753.17	4341.830000000001	8340.93	14629.0	6153.59	11633.41	6866.33	5862.87	16085.6	13143.56	28279.22	16160.04	9283.21	3670.67	4849.5	7547.75	10629.0	4967.05	9172.82	4906.01	5422.79	12528.42	7845.52	6191.08	9320.060000000001	8077.58	8871.51	5010.83	27901.08	8274.49	9799.91	16305.210000000001	7090.83	10333.67	27550.5	8353.060000000001
Starch and sucrose metabolism [PATH:ko00500]	1105274.3900000004	1427534.2799999998	1619083.6100000003	1288000.6600000006	1657868.98	1450147.55	1553659.71	1454316.35	847181.2700000001	1170995.8999999997	1242748.77	1179714.33	1717459.7300000002	1641912.5800000008	1574739.1500000004	1115359.3200000003	1189460.4000000001	1265134.2700000003	1824066.1800000002	1752361.62	1508668.9800000002	1545929.3900000006	1423085.1100000003	1255850.5400000003	1311669.42	1419492.6199999999	907778.97	1209195.79	1434826.9299999997	1657169.65	1115754.02	1552174.870000001	1182521.9600000002	1373278.0099999998	1369477.6800000009	1389480.7100000002	1173097.7600000002	1217771.5700000008	1070448.1300000001	1568796.5600000003	1287238.7599999993	1258965.3000000003	1126651.4399999997	1142356.6	1447933.9300000009
Staurosporine biosynthesis [PATH:ko00404]	0.0	0.0	2.0	12.0	14.0	14.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	40.0	44.0	56.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	18.0	8.0	12.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Steroid biosynthesis [PATH:ko00100]	295.33	18.67	44.67	32.67	18.67	28.33	18.67	374.67	2333.67	231.33	685.0	37.33	10.0	14.33	20.0	3066.33	15.0	39.0	45.33	71.33	23.67	15.33	28.67	20.33	22.33	11.33	34.0	31.33	35.0	19.67	846.67	215.0	59.33	188.67	55.33	28.67	194.0	720.67	937.67	531.67	439.67	127.67	72.67	351.67	427.33
Steroid degradation [PATH:ko00984]	1.0	2.0	3.0	7.0	7.0	15.0	17.0	8.0	8.0	4.0	2.0	1.0	2.0	2.0	6.0	1.0	4.0	22.0	26.0	33.0	15.0	0.0	2.0	4.0	7.0	6.0	3.0	1.0	2.0	4.0	5.0	3.0	8.0	19.0	5.0	6.0	8.0	3.0	6.0	8.0	6.0	9.0	4.0	2.0	6.0
Steroid hormone biosynthesis [PATH:ko00140]	1765.46	3456.75	2537.25	4874.62	691.12	2959.38	1387.25	2870.37	4350.13	4470.62	2969.58	4581.29	2454.67	1187.0500000000004	2082.2	2622.29	4864.58	4351.97	2612.62	25764.74	2133.42	23313.87	2941.75	2986.04	3355.42	3399.37	6082.0	6133.67	1634.13	1718.71	4248.54	2266.87	3464.720000000001	4497.7	3317.41	4595.95	5771.25	3760.17	5173.37	2484.7200000000007	3289.25	2411.84	3475.58	3580.33	2946.8
Stilbenoid	0.0	1.0	0.0	0.0	0.0	2.0	3.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	1.0	1.0
Streptomycin biosynthesis [PATH:ko00521]	261703.38000000003	311401.8600000001	356023.65000000014	314585.8400000001	347593.0000000001	331759.32	340914.93	308124.29000000004	207777.65000000008	269254.3300000001	269044.39999999997	274708.48000000004	351863.02999999997	342000.4300000001	333688.8500000001	271370.80000000005	269165.86	290006.54000000004	384089.25	608585.4300000002	317748.87999999995	560474.1200000001	301766.47	276636.19	296142.10000000003	298761.5100000001	243782.93000000005	288444.73	309422.83	339098.3799999999	261128.7	366238.19	299804.5100000001	324283.8500000001	342291.7700000001	324428.01000000007	303632.04000000004	285672.27	258781.46000000002	349380.48	292212.08999999997	323695.95999999996	297487.36	286057.7600000001	339895.1300000001
Structural proteins	134185.49000000002	142962.57	163599.64000000007	176500.87	149886.23000000004	162186.38999999996	151162.02000000002	151698.8	120679.64000000003	142613.78	154756.7	159627.13	151397.41999999998	147235.19000000006	149970.57000000007	138801.52000000005	141520.31999999998	155363.72	188179.61000000004	529509.4000000001	140906.25999999995	556816.03	147112.17000000007	139474.03	144448.36000000002	143151.63000000003	144252.94	169419.71999999994	142575.71999999997	146362.65999999992	135659.28000000003	152601.52000000005	149081.44000000003	170792.58000000007	149862.45000000007	153119.10000000003	170899.52000000005	121216.44	144459.05000000002	149882.55000000002	123035.01000000001	152677.59999999998	144548.73000000004	130964.61000000003	154690.79000000004
Styrene degradation [PATH:ko00643]	11121.93	19460.59	16613.03	12484.33	17606.05	15824.109999999997	18336.6	12942.57	5687.74	10829.01	8178.2	12123.580000000002	18882.42	17208.98	19372.35	10021.689999999999	7935.619999999999	15290.26	16161.47	6798.9	15684.979999999996	3068.9500000000003	8688.59	9856.5	17025.17	13181.119999999999	10287.300000000001	8999.19	11109.61	15333.469999999998	8772.76	19953.64	9437.24	12512.3	11359.24	17441.95	10285.45	14663.32	7857.969999999999	17139.73	13035.62	16750.489999999998	13234.3	10154.119999999999	15796.63
Sulfur metabolism [PATH:ko00920]	279566.62	238006.21000000005	270557.77000000014	257330.75000000003	289909.18	264056.62	288008.74000000005	245614.80000000005	171964.79000000007	209901.88999999998	250874.53	211564.09000000005	268236.6399999999	309556.8	277521.14	222269.01	206170.96	237135.18000000002	292546.69000000006	537084.8800000001	261817.21	545065.22	247197.6700000001	231670.15	245757.89000000004	227520.85	200838.35000000003	231067.61999999994	252753.03999999995	273710.87999999995	203422.25000000006	322865.1299999999	219402.42000000004	222317.04000000012	258461.48	220155.2	215855.0300000001	224335.91000000006	202305.43000000008	271942.62	244859.65000000002	340635.81999999995	296578.1900000002	253308.3900000001	328891.9200000001
Sulfur relay system [PATH:ko04122]	222578.99000000005	219566.97000000003	246104.60000000003	207895.41000000003	256386.6700000001	227042.1499999999	240059.24	219678.71000000005	135572.16000000003	186121.58000000005	203627.3	179277.13000000006	247007.99000000002	250362.44	241204.40000000005	186007.66000000006	193937.86000000002	195052.34	268914.07	274123.85	235834.41999999995	255967.89	225238.51000000007	208645.04	220374.10000000003	214523.90000000002	176929.36000000002	198524.71	227484.59999999998	240194.85999999987	184189.46000000002	266794.55	211879.97000000006	211233.6400000001	261675.94999999998	224639.92	195190.08000000007	213804.74000000005	183669.51000000004	248846.56000000003	223170.37	244780.25000000003	225725.22	214324.34000000008	243166.94000000003
Synaptic vesicle cycle [PATH:ko04721]	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.5	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.5	1.5	0.0	1.5	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.5	0.0	0.0	0.5	0.5	0.5	0.0	1.0	0.5	0.0	0.5	0.5
Synthesis and degradation of ketone bodies [PATH:ko00072]	39392.23000000001	41037.500000000015	52215.62000000001	43504.290000000015	56378.48000000001	46249.67	58277.79	38157.88000000001	24024.410000000003	36954.479999999996	38232.220000000016	32059.300000000014	40276.59	55990.67	43945.47	27172.12000000001	33920.9	43283.13	49319.46000000001	28258.670000000006	51538.31	9832.55	45270.23	41416.83	47250.93	31495.550000000014	29471.69000000001	36808.85000000001	43427.25	53341.55999999998	36293.40000000001	44136.10999999999	39258.040000000015	30323.11000000001	44426.05000000002	33225.48000000001	33579.46000000001	38251.310000000005	29842.390000000003	43077.070000000014	40663.98	35243.15	32237.25	34465.89000000001	42158.37000000001
Taurine and hypotaurine metabolism [PATH:ko00430]	121858.11000000002	124900.59000000005	144395.06000000003	127671.96000000004	146052.44000000006	133571.27	144038.98000000004	133943.09000000003	85834.85000000003	114153.50000000001	129477.47	113391.31000000003	137880.53999999998	144727.03000000003	134885.35000000003	102060.08000000005	115162.54999999999	120269.62000000002	156833.33000000002	169502.90000000002	137965.88999999996	168918.54000000004	134728.73	122653.07999999999	126817.0	122920.12000000005	97533.64000000001	125341.24000000002	129902.51999999999	141817.14999999994	111064.69000000002	141983.74	113338.68000000005	116909.97000000003	129912.69000000003	114868.99000000003	117078.06000000003	117707.74000000002	105940.43000000001	138419.24	123553.73999999999	127398.23999999999	122998.59999999998	116831.17000000004	137558.26000000004
