function	description	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
K15461	mnmC; tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	107.71	156.61	227.86	140.6	95.25	162.33999999999997	61.28	103.93	72.75	74.92000000000002	146.26	139.92000000000002	91.72000000000004	81.05	115.48	206.75	156.14	192.55	220.61	278.59000000000003	142.02999999999997	148.92000000000004	112.92	179.26999999999995	125.71	118.11	200.39	159.96	126.63	61.40000000000001	59.16999999999999	92.89	87.10999999999999	95.89	148.22000000000003	358.81000000000006	450.16	148.54	1181.91	96.22	69.6	189.58	195.7	122.8	103.28000000000002	231.20999999999995	183.53
K15468	pksS; cytochrome P450 PksS	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0
K15495	wtpA; molybdate/tungstate transport system substrate-binding protein	0.29	0.39	0.12	0.12	0.14	0.74	0.12	0.76	1.0699999999999998	0.62	0.25	0.64	0.25	1.3800000000000003	2.38	2.37	2.83	3.17	1.86	3.03	1.5	2.41	0.14	0.57	0.41	0.0	0.0	0.54	0.14	0.81	0.51	0.12	0.0	0.6799999999999999	0.0	0.7999999999999999	0.0	0.24	0.0	0.25	0.43	0.0	0.0	0.12	0.12	0.14	0.25
K15496	wtpB; molybdate/tungstate transport system permease protein	0.29	0.39	0.12	0.12	0.14	0.74	0.12	0.76	1.0699999999999998	0.62	0.25	0.64	0.25	1.3800000000000003	2.38	2.37	2.83	3.17	1.86	3.03	1.5	2.41	0.14	0.57	0.41	0.0	0.0	0.54	0.14	0.81	0.51	0.12	0.0	0.6799999999999999	0.0	0.7999999999999999	0.0	0.24	0.0	0.25	0.43	0.0	0.0	0.12	0.12	0.14	0.25
K15497	wtpC; molybdate/tungstate transport system ATP-binding protein [EC:3.6.3.- 3.6.3.55]	6.0	3.0	8.0	2.0	7.0	8.0	4.0	2.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	5.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0
K15509	hpsN; sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]	29.33	20.67	23.86	10.93	5.83	38.93	50.76	102.66	35.48999999999999	44.17	31.24	28.67	20.5	55.9	55.21	106.34	46.77	45.83	28.81	36.43	18.97	46.61	30.96	69.78	20.24	29.24	19.57	9.24	7.24	19.96	26.93	45.3	15.92	16.33	15.76	11.93	11.0	352.33	563.1700000000002	725.87	269.64	1132.38	330.82	18.0	20.76	33.83	72.43
K15510	fgd1; coenzyme F420-dependent glucose-6-phosphate dehydrogenase [EC:1.1.98.2]	14.5	12.0	7.0	7.0	34.0	21.5	7.0	7.0	5.5	0.0	1.0	0.0	26.0	7.5	3.5	4.0	9.5	3.0	0.0	0.0	23.0	6.5	10.5	7.0	6.5	2.0	2.0	0.0	20.0	6.0	13.5	5.0	4.0	0.0	0.0	1.0	19.0	11.5	6.0	12.5	3.5	2.0	1.0	0.0	13.0	8.5	10.5
K15511	boxA; benzoyl-CoA 2,3-epoxidase subunit A [EC:1.14.13.208]	24.0	15.0	9.0	21.0	1.0	2.0	1.0	4.0	19.0	7.0	10.0	19.0	0.0	0.0	1.0	5.0	15.0	14.0	9.0	20.0	0.0	0.0	1.0	3.0	28.0	10.0	6.0	25.0	0.0	0.0	1.0	3.0	17.0	11.0	13.0	12.0	1.0	0.0	1.0	4.0	11.0	8.0	4.0	6.0	0.0	0.0	2.0
K15512	boxB; benzoyl-CoA 2,3-epoxidase subunit B [EC:1.14.13.208]	43.0	20.0	37.0	34.0	3.0	29.0	31.0	65.0	30.0	10.0	20.0	28.0	1.0	25.0	28.0	70.0	25.0	18.0	19.0	29.0	1.0	28.0	23.0	59.0	43.0	14.0	21.0	36.0	1.0	15.0	21.0	38.0	29.0	13.0	29.0	23.0	1.0	24.0	33.0	56.0	23.0	8.0	19.0	14.0	2.0	12.0	36.0
K15513	boxC; benzoyl-CoA-dihydrodiol lyase [EC:4.1.2.44]	43.0	20.0	37.0	34.0	3.0	29.0	31.0	65.0	30.0	10.0	20.0	28.0	1.0	25.0	28.0	70.0	25.0	18.0	19.0	29.0	1.0	28.0	23.0	59.0	43.0	14.0	21.0	36.0	1.0	15.0	21.0	38.0	29.0	13.0	29.0	23.0	1.0	24.0	33.0	56.0	23.0	8.0	19.0	14.0	2.0	12.0	36.0
K15515	sauS; sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]	46.33	49.67	48.0	75.33	51.33	71.0	23.0	28.33	41.0	35.67	43.0	89.67	39.0	16.0	18.33	124.33	27.67	18.33	26.67	36.33	20.33	9.33	15.33	44.67	19.0	43.0	25.33	13.0	11.0	18.33	25.33	37.0	39.67	27.33	45.0	13.33	11.0	809.3299999999998	1277.67	1541.33	627.0	2798.0	861.3299999999998	22.0	29.0	24.33	19.67
K15518	dgk; deoxyguanosine kinase [EC:2.7.1.113]	66.5	61.25	73.0	62.5	136.75	294.75	156.25	130.0	213.5	151.75	156.25	112.0	289.75	186.75	185.5	208.75	54.75	638.75	161.0	126.75	86.75	205.0	355.5	68.0	44.25	64.5	76.75	59.75	145.0	60.5	29.0	16.75	14.0	131.25	43.75	11.0	18.5	6.75	74.5	63.5	59.5	57.75	46.75	64.0	65.0	90.5	85.5
K15519	dck; deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]	66.5	61.25	73.0	62.5	136.75	294.75	156.25	130.0	213.5	151.75	156.25	112.0	289.75	186.75	185.5	208.75	54.75	638.75	161.0	126.75	86.75	205.0	355.5	68.0	44.25	64.5	76.75	59.75	145.0	60.5	29.0	16.75	14.0	131.25	43.75	11.0	18.5	6.75	74.5	63.5	59.5	57.75	46.75	64.0	65.0	90.5	85.5
K15520	mshD; mycothiol synthase [EC:2.3.1.189]	31.0	31.0	26.5	34.0	46.5	36.0	20.0	21.5	18.0	6.0	13.0	20.0	21.0	15.5	17.0	29.5	23.5	15.5	13.0	30.0	21.5	18.0	33.0	46.0	23.5	19.0	20.0	28.0	22.0	10.0	20.0	21.0	10.5	11.0	13.0	23.5	21.5	25.0	48.0	51.5	24.5	44.0	25.0	17.0	32.0	29.0	15.0
K15521	mshA; D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250]	44.5	48.0	54.5	45.0	65.5	66.0	28.0	34.0	18.5	6.5	13.5	23.5	32.0	24.5	18.0	37.0	24.0	16.0	14.0	33.0	28.0	22.0	36.0	56.5	23.5	20.5	23.5	29.5	32.5	18.5	22.5	30.5	11.0	12.0	13.5	24.0	35.0	33.0	53.0	57.0	25.0	44.5	25.0	22.5	40.0	34.5	17.5
K15524	mngB; mannosylglycerate hydrolase [EC:3.2.1.170]	1216.92	2133.79	6316.65	874.24	7078.24	1096.6999999999996	3290.88	3783.52	362.15	2452.06	1474.6999999999996	3446.37	4872.6	5866.41	6491.0	2792.65	4796.3	1671.35	5026.84	976.41	9896.69	5142.41	2579.79	5237.04	4270.16	2986.69	4613.21	1792.91	2658.64	3422.65	2544.05	1119.8	4124.219999999998	3671.26	3409.080000000001	1522.0	682.02	1798.6099999999994	1353.6999999999996	2966.17	2788.45	1354.41	1578.99	1384.98	2767.62	2515.85	1274.83
K15525	mshB; N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase [EC:3.5.1.103]	26.0	31.0	25.5	38.67	40.5	37.0	17.0	19.5	18.0	5.0	11.0	24.0	24.0	13.5	16.0	28.5	23.5	14.5	12.0	28.0	21.5	16.0	32.0	43.0	21.5	17.0	16.0	33.33	21.0	11.0	20.0	22.0	10.5	10.0	10.0	27.83	22.5	24.0	44.0	52.5	24.5	45.0	25.0	17.0	31.0	27.0	12.0
K15526	mshC; L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase [EC:6.3.1.13]	29.5	30.0	29.5	34.0	47.5	40.0	21.0	21.0	18.5	6.5	13.5	21.5	27.0	16.5	18.0	30.0	24.0	16.0	13.0	30.0	25.0	19.0	33.0	43.5	23.5	19.5	20.5	29.5	27.5	10.5	19.5	21.5	11.0	12.0	13.5	24.0	30.0	25.0	47.0	53.0	25.0	44.5	25.0	20.5	34.0	28.5	15.5
K15527	K15527; cysteate synthase [EC:2.5.1.76]	153.0	130.0	170.0	224.0	99.5	378.0	503.5	106.0	394.0	189.0	200.5	175.5	524.0	87.5	106.5	165.5	185.5	749.0	260.0	300.5	184.0	401.0	252.0	203.0	177.5	239.5	266.0	163.0	376.0	132.0	203.0	144.0	196.0	210.5	140.5	440.0	209.5	71.0	40.5	169.0	124.0	87.0	43.0	117.0	59.0	148.5	188.5
K15531	rexA; oligosaccharide reducing-end xylanase [EC:3.2.1.156]	68.66	105.66	199.66	123.66	92.34	97.66	242.48	91.8	100.34	143.34	112.52	105.66	68.66	43.66	165.0	49.66	89.34	114.66	52.0	121.34	32.34	57.34	197.0	77.66	77.66	202.34	100.34	80.66	92.0	87.66	296.0	30.0	122.34	67.0	72.66	78.34	64.0	116.66	196.66	63.28	115.0	139.24	67.34	63.34	146.66	79.0	183.28
K15532	yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]	8930.51	11938.460000000005	29010.94	7547.24	31307.6	7695.04	19177.81	18550.99	5736.48	13003.01	11800.999999999995	19574.72	22431.83	26223.36	27207.29	12808.64	22103.81	10944.06	23177.800000000007	7839.94	41529.76000000002	23420.91	14112.600000000004	25695.17000000001	18914.7	18383.000000000004	21861.86	8727.739999999998	16406.81	18342.810000000005	14481.750000000002	11759.87	21799.44	19443.8	15866.68	8384.910000000002	4648.510000000001	17230.03	10066.41	17278.270000000004	20380.11	11069.45	10693.3	14250.820000000005	16852.130000000005	12595.15	10987.83
K15533	K15533; 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [EC:2.4.1.211]	29815.140000000014	18073.800000000007	14199.96	23209.0	21473.980000000007	13303.93	22589.63	20802.320000000007	22396.01	27228.120000000006	11204.69	18518.300000000007	15236.580000000002	21161.38000000001	17512.58000000001	17813.940000000002	15914.11	13225.05	23172.77000000001	13741.63	20927.74000000001	18318.6	16758.75	19288.99	24062.32	18777.07	14550.169999999998	11595.69	16797.71	28624.43000000001	27529.52000000001	29367.400000000005	27534.85	23877.45	20003.000000000004	12457.42	8117.37	12529.739999999998	7952.49	12506.6	25710.140000000007	13723.829999999998	6463.509999999998	18062.930000000008	30130.330000000016	25759.129999999994	12190.21
K15534	K15534; beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase [EC:2.4.1.247]	12.84	11.33	21.5	16.33	4.33	2.83	4.83	2.66	18.5	21.17	16.67	16.66	3.16	10.0	1.83	2.0	5.84	14.83	38.67	20.5	6.66	18.83	5.67	9.0	5.83	98.17	31.67	28.0	7.17	4.0	3.0	6.33	17.0	5.84	17.83	20.17	1.33	6.17	0.8400000000000001	4.5	8.5	24.17	16.0	16.33	3.34	4.5	4.34
K15536	cybC; soluble cytochrome b562	66.88	99.91	111.96000000000002	82.5	102.05	120.54	38.48	92.26	38.02	52.92	65.86	77.62	71.85000000000002	51.24999999999999	92.45	171.75	104.54	131.68	150.18000000000004	193.96	120.1	122.29	74.52	123.1	60.98	77.41000000000003	96.59	105.96	105.36	48.13	44.04	80.89000000000001	51.78	65.39	65.94999999999999	94.38	98.43	77.21000000000002	28.51	59.55	35.6	48.58000000000001	36.57	47.5	36.28	46.78	40.13
K15538	MANEA; glycoprotein endo-alpha-1,2-mannosidase [EC:3.2.1.130]	10.5	15.0	4.5	13.0	3.5	15.5	6.0	4.0	23.5	19.5	8.0	5.0	7.0	4.5	3.5	2.5	11.0	14.0	7.0	11.5	6.5	7.5	5.0	4.0	17.5	20.5	3.5	8.0	0.0	7.0	6.0	3.0	16.5	9.0	9.5	8.0	12.5	6.0	1.0	1.0	12.0	14.0	1.5	6.0	2.5	2.5	5.0
K15539	rodZ; cytoskeleton protein RodZ	540.8799999999999	287.7800000000001	397.4399999999998	521.93	511.25	320.3400000000001	276.11	450.42	385.09	317.3400000000001	288.76	341.75	232.71	289.72	264.15	617.7500000000001	306.8100000000001	236.87	453.79	331.0900000000001	355.4500000000001	202.09000000000003	194.0	383.85	324.2999999999999	351.11	317.22	221.79	155.79000000000005	540.2299999999998	649.0099999999999	942.89	528.87	453.55	503.55000000000007	206.9	179.0	956.71	1361.91	1662.7900000000004	696.85	2864.41	1002.2	127.63	82.61000000000001	146.53999999999996	154.2
K15540	ecpD; chaperone protein EcpD	6.17	7.4700000000000015	6.59	25.89	9.34	21.6	17.19	32.57000000000001	24.53	24.92	21.15	47.78	23.69	29.040000000000006	45.38000000000001	57.68	50.56	43.79	45.93999999999999	87.24000000000002	46.44	58.21	35.83	47.32	33.260000000000005	38.13	36.71	66.91	45.17	22.63	17.830000000000005	20.82	22.32	19.81	19.16	46.92	30.68	33.319999999999986	13.09	14.14	21.06	14.97	9.03	21.22	9.12	21.66	23.680000000000003
K15545	mlc; transcriptional regulator of PTS gene	49.52	74.33999999999997	91.11	75.43	78.78999999999998	109.04	32.24	89.55	38.31	37.67	62.0	77.42	80.61000000000001	54.92	83.65999999999998	160.77999999999997	98.47	113.72	139.28	188.22	126.28	118.29	54.06	106.85	50.23	55.91	78.52000000000002	87.64999999999998	92.29	41.76000000000001	38.28	77.32000000000002	50.1	55.93	60.48	88.94	107.14	77.28000000000002	21.84	55.13	32.49	33.2	33.4	38.69000000000001	31.40000000000001	40.87	38.27
K15546	boxR, bzdR; XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator	27.0	17.0	28.0	29.0	2.0	5.0	4.0	4.0	19.0	8.0	16.0	21.0	1.0	2.0	2.0	5.0	15.0	14.0	15.0	20.0	0.0	2.0	2.0	3.0	28.0	10.0	15.0	26.0	0.0	2.0	2.0	3.0	17.0	11.0	23.0	14.0	1.0	0.0	4.0	5.0	11.0	8.0	14.0	6.0	1.0	1.0	6.0
K15547	mdtO; multidrug resistance protein MdtO	28.87	50.33	103.81	49.86	42.2	71.05	18.6	26.24	20.25	19.92	73.07	47.3	31.37	28.49	67.74999999999999	87.51	64.7	82.33999999999997	142.57000000000005	143.42	72.07999999999998	85.92999999999998	17.22	19.83	9.22	19.67	73.18	46.5	22.72	17.480000000000004	30.4	48.64	46.81	49.66	86.36000000000001	82.13	70.06	66.05	13.64	14.02	13.94	17.369999999999994	50.36	31.05	12.739999999999998	24.01	25.67
K15548	aaeA; p-hydroxybenzoic acid efflux pump subunit AaeA	48.38	73.07	88.88000000000002	73.5	59.56	103.37	31.81	89.26	37.02	37.67	61.86	75.28	56.18	50.74999999999999	74.11999999999998	151.92	90.54	99.34	131.18000000000004	174.62000000000003	94.35	105.96	53.77	106.85	50.23	55.91	78.09	84.78999999999998	74.86	40.47000000000001	37.54	76.89000000000001	49.53	55.22	59.62000000000001	85.63000000000002	83.43	74.71000000000002	21.84	55.13	31.35	31.91	33.4	37.83	22.110000000000007	39.44	38.13
K15549	mdtN; membrane fusion protein, multidrug efflux system	40.040000000000006	44.33	105.14	45.53	38.2	88.55000000000003	45.6	86.91	31.75	21.92	76.74	49.97	30.7	51.99	89.92	148.84	73.2	82.33999999999997	142.24	142.42	70.41	108.76	37.72	75.16000000000003	20.39	23.34	78.18	47.5	23.05	30.48	42.56999999999999	71.31	43.81	37.33	82.36000000000001	69.46000000000001	52.39000000000001	77.55	43.64	65.52000000000001	24.44	17.369999999999994	55.03	30.72	13.739999999999998	35.17999999999999	57.17
K15550	mdtP; outer membrane protein, multidrug efflux system	17.71	32.83	51.64	34.53	29.7	53.55	18.6	24.74	17.419999999999998	17.92	39.24	41.47	30.03	28.49	63.59	86.84	63.2	80.16999999999999	105.91	130.59	71.08	79.92999999999998	16.22	23.49	12.06	13.839999999999998	36.18	43.0	22.380000000000006	16.310000000000002	23.74	36.31	32.480000000000004	32.83	37.69	63.13	52.56	48.72	14.64	13.35	12.94	13.37	19.7	24.22	11.239999999999998	21.85	27.17
K15551	tauA; taurine transport system substrate-binding protein	69.71	113.94	113.40000000000002	84.92999999999998	94.42	137.16999999999996	41.78	99.09000000000002	64.91999999999999	59.59	74.25999999999998	82.59	94.05	80.88000000000002	90.65	173.08	122.81	151.04	157.78000000000003	193.92	128.03	137.59000000000003	87.35000000000002	130.57	78.78	97.61	116.92	112.66	127.36	66.66000000000001	53.49999999999999	83.29	63.14999999999999	91.92	74.75	104.24	121.33	414.04	551.18	729.38	292.6	1170.58	357.7	58.8	59.28	78.21000000000002	73.89999999999998
K15552	tauC; taurine transport system permease protein	11368.46	6179.94	1793.4	8010.93	3044.67	3518.92	5426.780000000002	5106.089999999998	10352.42	10426.59	2588.26	4440.59	1869.0500000000006	5649.38	4408.899999999999	3505.8299999999995	4760.81	3157.5400000000004	10460.03	4956.169999999999	3713.279999999999	5453.339999999998	5094.0999999999985	3327.57	5253.53	2391.86	2483.92	2950.66	4659.6100000000015	5575.66	5751.0	8358.54	5882.1500000000015	5535.67	3430.5	5283.99	2594.83	2864.2899999999986	2803.18	3346.88	7470.1	4240.83	1326.7	7078.799999999998	14952.280000000002	10132.710000000003	4643.4
K15553	ssuA; sulfonate transport system substrate-binding protein	1409.16	1158.33	776.0599999999997	925.51	924.47	796.7099999999998	641.6899999999998	932.17	1526.12	663.03	933.11	895.19	456.75	723.1999999999998	538.7900000000002	1321.31	606.74	628.3900000000001	836.9700000000001	731.19	742.36	543.9200000000002	497.28	809.5899999999998	743.5699999999998	837.0799999999998	679.82	505.73	670.43	952.65	1128.1	1687.6499999999994	1224.92	990.2	1006.67	885.18	1011.97	3838.92	7832.56	7015.880000000001	3119.0799999999995	12613.06	3997.8	559.6200000000001	773.41	810.8100000000002	713.76
K15554	ssuC; sulfonate transport system permease protein	12618.42	7044.95	2218.43	8699.19	3754.03	3997.83	5978.549999999998	5854.249999999999	11723.42	10931.93	3303.67	5080.200000000002	2136.6800000000007	6218.589999999998	4747.549999999998	4400.52	5125.45	3473.74	10948.9	5275.709999999999	4207.8499999999985	5717.039999999999	5446.789999999999	3875.720000000001	5854.529999999999	3000.55	2881.2	3232.63	5113.54	6395.759999999998	6767.699999999999	9861.250000000004	6937.09	6296.41	4186.5	5748.079999999999	3077.63	4746.12	6667.5	6714.24	9136.5	10509.83	3314.46	7444.769999999999	15514.15	10596.44	5115.45
K15555	ssuB; sulfonate transport system ATP-binding protein [EC:3.6.3.-]	24717.41	13643.120000000004	4259.4299999999985	17944.85	7382.8600000000015	7641.829999999999	12063.88	11573.080000000002	22635.750000000004	21885.1	6844.0	10004.03	4207.52	12438.590000000002	9365.369999999997	8282.519999999999	10121.620000000004	6657.070000000002	21649.730000000003	10605.37	8365.68	11194.870000000004	10690.62	7653.73	11670.69	5662.210000000001	5564.530000000002	6325.46	9901.38	12676.429999999997	13514.86	19713.58	13964.59	12387.4	8497.17	11040.08	5636.13	7704.61	9464.500000000002	10192.24	16752.5	14778.830000000002	4680.45	14527.43	30591.98	20771.759999999995	9793.12
K15576	nrtA, nasF, cynA; nitrate/nitrite transport system substrate-binding protein	97.22	104.77	206.94	96.44	67.09	134.67	94.28	125.93000000000002	77.09	61.67	141.93	103.08	70.71000000000002	83.05	131.66000000000003	198.25	122.47	144.70999999999995	185.79	192.42	97.61	131.59	114.5	140.51999999999998	112.64	85.61	167.22	121.79	82.11999999999998	59.74	64.34	85.23000000000002	64.53	73.06	131.55	121.73	76.16000000000003	99.21	90.91	85.80000000000003	62.02	48.74	91.54	49.63999999999999	26.44	61.21	108.2
K15577	nrtB, nasE, cynB; nitrate/nitrite transport system permease protein	99.55	104.57	205.21	96.17000000000002	66.89	134.87	92.48	125.26000000000003	76.69	50.67	139.86	102.61	67.18	78.25000000000001	133.79000000000002	195.92	121.87000000000002	136.51	184.52	189.62000000000003	94.68	132.46	111.1	136.19	108.57	78.74000000000002	158.42000000000004	116.79	77.19	56.14000000000001	68.87	95.56000000000002	77.53	79.39	138.95	132.8	86.43	110.21	87.51	84.80000000000003	62.02	42.74	90.07000000000002	48.17	23.44	57.94	102.8
K15578	nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]	99.55	104.57	205.21	96.17000000000002	66.89	134.87	92.48	125.26000000000003	76.69	50.67	139.86	102.61	67.18	78.25000000000001	133.79000000000002	195.92	121.87000000000002	136.51	184.52	189.62000000000003	94.68	132.46	111.1	136.19	108.57	78.74000000000002	158.42000000000004	116.79	77.19	56.14000000000001	68.87	95.56000000000002	77.53	79.39	138.95	132.8	86.43	110.21	87.51	84.80000000000003	62.02	42.74	90.07000000000002	48.17	23.44	57.94	102.8
K15580	oppA, mppA; oligopeptide transport system substrate-binding protein	42479.99000000001	34860.98	49642.48	35581.98999999998	59375.93000000001	34330.7	47620.6	47393.88	31586.459999999995	43036.63	30061.12	45723.06000000001	47414.26999999999	58042.40000000001	59854.97999999999	46157.09999999999	46856.54000000001	29784.05	54641.09	29359.200000000004	71731.87999999999	51859.28000000001	40468.09000000001	49951.27000000001	49808.86000000001	41242.76	43070.55	31350.5	38580.2	48685.02	45049.099999999984	40447.09	52920.35	45448.54999999999	41764.70000000001	37588.09	33076.679999999986	37532.97	32002.099999999995	32900.859999999986	50947.22999999999	32131.64	23499.51	38289.85000000001	52746.07000000002	46912.69	34573.34
K15581	oppB; oligopeptide transport system permease protein	39139.34000000001	29381.46	34840.73	33152.45	44205.98	28903.380000000005	39592.80000000002	39032.930000000015	29619.87	36992.39	25057.000000000004	36912.890000000014	33027.1	43017.830000000016	43598.570000000014	35555.740000000005	34217.38	22738.799999999992	41602.470000000016	24115.51	50066.15	37687.67000000001	30116.03	37826.2	40577.60000000001	31005.660000000003	31386.620000000006	26444.370000000006	29861.43	41285.1	39630.250000000015	38249.05000000002	43896.67000000001	37528.61	34134.12	33831.42000000001	31188.93	31121.84	27709.449999999993	26349.559999999994	44841.02000000001	28881.01	18563.410000000007	35040.33	47380.57000000001	41251.41	31344.53
K15582	oppC; oligopeptide transport system permease protein	36064.67000000001	28020.63	32858.28000000001	29148.44	40620.640000000014	21682.22	34791.119999999995	34216.270000000004	28395.53	34926.56	21691.16	33920.22	31206.93	39524.16	39737.98	32735.230000000003	30836.54	21447.639999999992	39457.81000000001	20783.179999999997	47357.98	36078.92	28244.460000000006	34925.499999999985	38620.84	29166.160000000003	30142.0	24467.39	28068.67	38669.03	36242.08	34698.950000000004	40167.53000000001	34113.8	31558.82	32871.02	30526.43	29775.41	23975.39	24820.98	41478.77	26262.93	17462.170000000002	34397.0	45212.0	40274.16	30653.41
K15583	oppD; oligopeptide transport system ATP-binding protein	44280.45	34900.05	37820.31000000001	36861.45	46051.76	32228.13	42821.900000000016	42567.60000000001	35986.520000000004	39739.23	30990.970000000005	42476.61	36351.39	49530.95	48012.44000000001	43960.650000000016	37897.390000000014	25460.26	44853.41	28322.16	52882.94	41996.460000000014	35424.71	40277.99	43857.79	33390.97	34358.649999999994	28460.790000000005	33823.98	45072.81999999999	42550.94000000002	42835.19000000002	49426.67000000001	39113.06	38488.46	35894.0	32667.75	34628.450000000004	30054.43	29023.74	49818.41	35589.72	20622.78	37838.39	52271.51000000001	44479.37	34448.91
K15584	nikA; nickel transport system substrate-binding protein	1145.84	1015.43	427.71	1196.9300000000005	526.1700000000002	525.75	942.6	996.41	1452.2800000000002	665.92	1501.2400000000002	833.1400000000001	436.1	974.16	417.12	822.0400000000002	461.80000000000007	430.97	519.5699999999998	839.5899999999998	704.68	463.59	372.49	700.29	793.72	456.90999999999985	442.38	368.2	657.9200000000002	670.98	916.74	1446.04	1382.14	743.36	971.23	308.39	256.89	404.72	249.24	512.55	648.34	711.04	254.36	386.75	738.1100000000001	418.05000000000007	568.6999999999998
K15585	nikB; nickel transport system permease protein	1123.5099999999998	999.43	420.51	1182.9300000000005	516.1700000000002	480.75	774.5999999999998	971.74	1437.95	649.92	1384.2400000000002	757.1400000000001	429.43	946.16	403.78999999999985	772.0400000000002	457.80000000000007	332.3	490.24	831.26	699.35	422.26	300.89	570.8199999999998	779.99	328.91	364.18	351.0	517.85	596.7099999999998	778.4100000000002	919.64	1232.61	527.16	957.36	280.46	227.56	367.38999999999993	229.64	451.88	493.34	677.04	238.03	341.75	650.11	393.72	429.5
K15586	nikC; nickel transport system permease protein	1141.35	1014.51	448.51	1225.2600000000002	531.5	534.08	779.6799999999997	989.65	1456.7	660.5899999999998	1407.16	805.0500000000002	443.84	1006.91	530.12	933.2900000000003	618.3900000000001	516.38	674.16	1061.01	818.76	623.3400000000001	341.06	609.8199999999998	817.07	458.33	416.1	439.75	549.77	646.4599999999998	813.6600000000002	968.97	1292.86	606.5	1035.69	396.63	277.14	469.56	263.48	513.13	536.8399999999998	709.46	272.78000000000003	389.33	673.7000000000003	470.47	440.08999999999986
K15587	nikD; nickel transport system ATP-binding protein [EC:3.6.3.24]	1127.5099999999998	1005.43	420.71	1186.9300000000005	521.1700000000002	477.75	776.5999999999998	972.74	1441.95	655.92	1387.2400000000002	760.1400000000001	435.43	946.16	411.78999999999985	769.0400000000002	459.80000000000007	334.3	491.24	830.26	703.35	423.26	302.4899999999999	569.62	781.3900000000001	331.91	367.38	354.2	518.25	597.31	778.4100000000002	922.04	1239.8100000000004	526.3599999999999	962.56	281.06	228.56	367.38999999999993	231.24	452.88	493.34	679.04	238.03	342.75	649.11	393.72	429.69999999999993
K15598	thiY; putative hydroxymethylpyrimidine transport system substrate-binding protein	73.50999999999998	59.93	71.04	160.93	112.5	127.75	77.10000000000002	143.23999999999995	59.62	55.42	58.24	39.97	127.93000000000002	87.49	105.29	134.54	89.3	67.47	64.41	127.09	109.68	100.43	64.32	103.29	60.06	33.24	46.88	33.2	42.58	86.80999999999997	57.24	76.71000000000002	104.98	41.03	148.89	70.23	85.56	70.22	43.74	66.55000000000001	58.84	18.37	20.2	37.92	103.44	65.05	46.37000000000001
K15599	thiX; putative hydroxymethylpyrimidine transport system permease protein	76.50999999999998	69.93	81.04	162.93	116.5	138.75	80.10000000000002	144.23999999999995	61.62	59.42	61.24	40.97	132.93	87.49	109.29	135.54	89.3	68.47	67.41	128.09	110.68	104.43	64.32	106.29	60.06	35.24	50.88	33.2	43.58	86.80999999999997	61.24	76.71000000000002	105.98	43.03	149.89	72.23	85.56	72.22	45.74	68.55000000000001	58.84	18.37	24.2	38.92	103.44	66.05	47.37000000000001
K15600	thiZ; putative hydroxymethylpyrimidine transport system ATP-binding protein	70.01	58.93	67.03999999999999	158.92999999999995	109.5	123.25	76.10000000000002	142.23999999999995	57.12	55.42	57.24	39.97	126.93000000000002	84.99000000000002	103.79	133.54	86.8	67.47	63.41	125.09	107.68	99.93	60.82	101.29	59.56	33.24	46.88	33.2	41.58	85.80999999999997	56.74	74.71000000000002	101.98	41.03	147.89	67.23	83.56	68.72	42.74	64.05000000000001	58.34	18.37	20.2	36.92	103.44	61.55	43.87000000000001
