Pathway	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Protein digestion and absorption [PATH:ko04974]	1513.57	4263.27	5539.049999999997	4093.950000000001	2563.5	3280.54	3101.1900000000005	2315.42	4989.3499999999985	2734.58	4154.0	2658.94	8184.36	1609.9499999999994	1713.6799999999994	1166.84	2673.88	4657.52	1799.41	5685.83	2299.06	3689.59	3313.660000000001	3572.19	4178.21	7938.91	6928.8	3289.95	4785.5999999999985	1694.81	1829.63	1128.3	1637.91	2514.85	2541.36	2371.78	2000.91	2422.91	1245.86	2063.38	1232.4299999999996	1818.99	2176.77	1425.0699999999995	691.73	1481.81	1925.21
Protein export [PATH:ko03060]	523309.63000000035	395842.73000000004	377705.19	462893.9900000001	459085.9900000003	406798.3399999999	485140.0300000001	469658.9300000003	440275.83000000013	476632.75	331320.44	456854.8600000003	398805.1299999999	487925.6900000001	462223.30000000016	452405.9200000001	405559.87000000005	320948.2399999999	464672.4200000001	367023.2200000001	466961.0300000002	417327.14000000013	402187.7600000002	427687.26	479177.86	420375.35000000003	382245.1800000001	345400.6900000002	409602.78	510380.87000000017	503250.24000000017	512938.5100000003	512998.92000000016	455633.15	403563.03	441767.99000000005	428914.2200000001	448453.13000000006	404953.22000000003	338241.4199999999	551041.5	411958.99999999994	256888.04000000004	459866.3	577847.52	521761.19999999984	422690.97000000015
Protein kinases [BR:ko01001]	512498.40000000026	355642.77	319212.86000000016	423280.9000000002	452269.6300000002	321894.9999999999	450408.1499999999	433498.8900000001	407233.1300000001	473443.43000000005	273579.58	386691.66	334684.03999999986	454333.5800000001	417918.75	364647.2300000003	351345.02000000014	277481.22000000003	472511.89999999973	298406.5299999999	465307.3800000002	386002.74999999994	348382.29000000004	395364.05000000005	448594.29000000004	365098.0000000001	305854.8400000001	252456.88999999998	363938.68000000005	494147.3700000001	483509.3700000002	513725.07000000024	498150.35000000003	447983.6700000001	373278.61000000004	311307.99000000005	257309.75999999995	337106.97000000003	287684.73999999993	294567.92	508218.3400000001	336955.11000000004	191209.53999999992	402803.1499999999	581203.0899999997	488136.6999999999	316142.2800000001
Protein phosphatases and associated proteins [BR:ko01009]	190242.51000000007	133602.23	123096.76	163267.52000000005	151077.66000000006	130385.66999999995	163923.43	156256.37000000005	155766.88000000003	171019.57	104080.71000000002	150671.9100000001	123963.55999999995	160934.76000000004	151148.27000000005	142247.13000000003	137176.52000000002	104177.17999999998	163637.75	119831.51000000004	156268.23000000007	136215.81	130969.97000000004	141527.86	163702.01	138293.74000000005	124309.79000000002	117006.76000000005	134674.68000000002	176411.39000000004	174720.16000000006	183914.4400000001	177828.40000000005	157153.87	136427.79000000004	147257.71999999997	137343.85000000003	137775.35	117830.65999999996	105633.77999999998	186654.76000000007	126015.43999999996	75802.10000000002	156246.72000000003	210334.80000000002	181278.49999999994	138529.88000000003
Protein processing	224268.6100000001	170935.74	185957.62000000002	196676.93000000002	207900.18000000005	171363.88	212254.45	211009.22000000006	180902.91	201594.82	139766.47999999998	207491.00999999998	175311.39999999994	218226.8800000001	214388.65000000002	193628.56	185558.41	141684.43999999997	211784.86999999994	157452.81	234045.6400000001	189505.99000000008	176934.97000000006	197075.80000000005	216635.03000000003	202827.66	180776.85000000003	170541.42	172355.62	223417.95	219402.51000000004	217632.75000000015	232387.08000000007	201318.28000000003	184740.39000000004	177334.44000000003	157255.91000000003	188491.16999999998	167540.11	155909.5099999999	246259.4	197260.13	114193.99	192097.14	253340.71000000002	224030.5599999999	171283.06000000003
Protein processing in endoplasmic reticulum [PATH:ko04141]	45830.510000000024	36080.37999999999	35963.98	43861.10000000001	42452.68000000002	43786.03999999999	46568.20999999999	46822.35000000001	40843.28000000001	41238.840000000004	34418.130000000005	42342.960000000014	42072.40999999999	45408.17000000003	43133.470000000016	44740.68	39508.62000000001	34435.60999999999	43995.96000000001	39764.3	41782.81000000001	40988.41	41821.869999999995	40176.78	42528.439999999995	45127.92000000001	36998.41000000002	31952.62000000001	40419.04	43834.74000000001	44963.68000000002	44788.67000000001	44856.5	41548.240000000005	35677.43	49022.409999999996	51809.54	46030.899999999994	46706.55	34774.54999999999	47584.950000000004	40431.11999999999	27467.11	41040.11	47188.01000000002	46227.71	44683.77000000001
Proteoglycans in cancer [PATH:ko05205]	38857.160000000025	29585.189999999995	27698.62000000001	34873.19000000002	33943.290000000015	31013.130000000005	36315.28000000001	35080.91000000002	33289.95000000001	35309.73	25385.78000000001	33950.220000000016	30041.579999999984	36175.12000000002	34571.41000000002	34223.51000000002	29962.01	24168.87999999999	34669.91	27703.060000000005	33927.320000000014	31425.83	30140.240000000016	31738.75	35377.07	31024.760000000013	28409.73000000001	26143.26000000001	30677.770000000004	37231.16000000002	37176.02000000001	37845.09000000002	37462.01000000002	33777.090000000004	29582.780000000013	33180.04000000001	32360.380000000016	32939.580000000016	29915.2	24475.089999999986	40123.99	29789.77	18800.94	34004.4	42751.19000000002	38594.76999999998	31540.220000000016
Proximal tubule bicarbonate reclamation [PATH:ko04964]	6624.41	6623.53	12484.07	7576.140000000001	7311.27	11206.850000000002	8747.95	8534.4	5591.67	5035.23	7422.360000000001	9578.59	8118.029999999999	7231.48	8886.599999999999	7324.719999999999	10912.32	7077.700000000001	6205.280000000001	8336.95	10295.0	6457.1900000000005	7354.74	8551.210000000001	7176.39	11075.689999999999	11750.28	15708.630000000001	6270.590000000001	5365.94	6660.169999999999	6390.79	8792.01	6877.12	8302.01	19653.42	22693.61	11466.08	13580.8	6462.77	6078.24	5402.45	6940.74	6216.07	4642.38	5594.060000000001	13517.39
Purine metabolism [PATH:ko00230]	1408445.3099999998	1100097.9699999997	1094053.7000000002	1239268.6300000004	1332534.5300000005	1075923.1600000004	1347714.9700000016	1307563.440000001	1210624.05	1301278.1200000003	935749.0600000002	1260295.300000001	1172123.0699999996	1377937.570000001	1313001.9199999995	1241397.2600000012	1116155.659999999	906656.41	1318113.64	990114.9200000006	1384558.4100000001	1218030.3200000008	1121050.9800000007	1227034.6400000001	1339578.0599999996	1200258.1100000006	1091610.4200000009	929040.49	1142019.1899999995	1401525.8700000008	1369582.5800000012	1381874.44	1418697.2100000002	1271406.2599999998	1120175.26	1143893.2099999993	1079054.7200000007	1186776.6600000001	1032541.2100000003	933704.1799999999	1496475.2000000002	1104445.980000001	691544.5899999993	1221204.6999999997	1554838.6099999996	1405284.8599999996	1106524.8500000003
Pyrimidine metabolism [PATH:ko00240]	1052780.4900000007	810890.4699999996	792194.4100000005	940321.4000000006	977175.0700000009	825565.3799999999	1010069.5200000001	971480.4300000004	901791.78	973049.4700000004	701356.8500000001	929565.3700000003	867167.8199999998	1026041.3600000001	980052.9000000004	932187.2100000003	836874.1800000002	676428.9400000003	986082.4700000004	757007.5900000003	1006762.6900000001	903552.2600000006	841022.1200000005	901735.9700000002	984565.7400000001	875225.4700000001	798015.6000000003	684913.4400000001	856701.9	1030288.9199999999	1016449.7800000008	1033282.5199999999	1044787.7900000002	945551.9499999996	820889.43	878231.2600000001	841237.1000000003	877331.3500000002	771227.4900000002	682281.79	1088204.0499999996	784807.69	503321.9800000002	905252.7499999999	1159583.9200000004	1047029.0499999997	836037.8900000002
Pyruvate metabolism [PATH:ko00620]	877350.2900000004	675744.3099999999	671791.0499999998	785005.0700000001	828597.3700000002	717463.3700000002	854924.6800000004	836073.6100000005	735397.8499999999	791120.5	604033.4299999998	796479.3900000002	706127.5300000001	872583.1700000005	826883.9100000003	790861.42	709284.62	562476.6300000001	811286.4999999999	630808.4999999999	853284.6699999998	738770.9299999998	699181.3700000002	766324.7199999999	819342.1700000003	739208.6400000004	658075.1300000002	581491.6900000003	715661.6100000001	868227.4600000005	860922.3700000005	875293.61	895257.9900000002	798914.8299999998	701579.8699999999	787677.7299999996	786375.4300000003	776191.3600000002	728096.3400000001	595403.4	931224.7799999997	695253.38	451356.9999999999	766854.5299999999	951445.1900000002	871267.1	742655.23
Quorum sensing [PATH:ko02024]	1550722.5499999998	1157103.04	1180807.6000000003	1285815.4400000006	1488524.560000001	1085943.27	1456961.5000000002	1440163.1800000006	1276602.31	1378151.0700000005	991360.1400000004	1368072.8299999998	1146820.5799999998	1532105.080000001	1441616.2599999998	1303754.3000000003	1219315.75	885089.6399999999	1446672.51	975572.2600000007	1591774.7900000003	1288817.4000000006	1144542.6000000003	1344692.52	1443796.89	1196201.9000000004	1113029.1300000004	921147.4999999997	1176219.02	1536034.04	1496998.4200000009	1539084.820000001	1622988.42	1385610.6500000008	1230792.0600000003	1173716.4700000004	1070215.6700000002	1225566.6800000002	1067244.08	1019599.7499999998	1686811.1999999995	1205861.8800000001	719001.76	1302194.3800000004	1746191.6000000008	1513565.6199999996	1153183.09
RIG-I-like receptor signaling pathway [PATH:ko04622]	183.21000000000004	159.27000000000004	319.36	197.25	273.47	475.5999999999999	193.9	241.06	256.67999999999995	187.4	299.02	280.47	365.61	330.36	365.7199999999999	639.1100000000001	256.31	782.0399999999997	378.2	402.94000000000005	236.79	449.14	523.8900000000001	337.1400000000001	168.3	218.26	325.61	308.25	482.7300000000001	173.18999999999997	108.52	140.29	129.47999999999996	210.74	219.49	230.03000000000003	207.41	584.49	366.41	270.73	222.55999999999992	242.03	435.95000000000016	165.24	171.71000000000004	216.05	236.64
RNA degradation [PATH:ko03018]	561780.9100000004	427862.6900000001	417080.9900000001	494464.21	490128.4400000001	427835.71	514624.48	496738.31000000023	478046.39000000013	516171.86	349182.4400000002	487575.08000000025	429995.2699999998	517406.4600000002	497913.1600000002	472050.62000000017	438492.57000000007	346034.08999999997	501653.66000000003	388740.0300000001	508944.38000000024	445692.21	426675.9400000001	460757.74	520471.97000000003	458164.5500000001	421239.56000000023	386879.93000000017	435936.5100000001	542884.1000000001	536394.2000000003	548240.2300000002	550767.1300000001	487700.4	436164.4600000001	480068.37999999995	463253.68000000017	467381.5900000002	418189.16000000003	352777.92	580307.74	423020.24	267691.57999999996	488036.1700000001	622202.5100000004	556827.3899999999	451207.0000000002
RNA polymerase [PATH:ko03020]	155662.61000000013	118681.88999999998	108966.61000000003	137793.35000000003	136193.94000000006	124863.08000000002	144894.02000000002	140369.62000000005	133289.11000000004	140831.47	102380.91000000005	135750.98000000007	118823.50999999995	146112.90000000008	139572.52000000005	139938.21000000005	119077.45000000001	95930.55999999997	138976.89	108823.55000000002	135513.79000000004	126704.49	120652.50000000006	126133.55000000002	140017.57000000004	120448.17000000006	110705.73000000004	103882.60000000005	121977.87000000001	148621.00000000006	148272.62000000005	151558.03000000006	149743.67000000007	134282.68000000002	118204.55000000005	131388.13000000006	128696.73000000005	132048.96000000005	120015.56	97120.89999999994	160369.08000000002	119054.79000000001	74757.77	135700.93	171252.26000000007	154506.60999999993	125451.84000000007
RNA transport [PATH:ko03013]	98884.75000000006	70359.00999999998	57167.24000000002	80954.62999999999	80012.95000000004	61773.899999999994	83642.92000000003	79605.35000000003	83398.56000000004	90235.12000000001	53229.48000000002	74050.59000000003	65917.22999999998	83014.71000000004	74801.30000000003	72670.39000000001	63336.89000000003	55756.60999999998	85452.49000000002	60821.30000000002	77145.83000000003	72127.24000000002	69105.74000000002	72048.42000000001	86786.40000000001	72060.32000000002	57913.63000000003	47054.72000000003	71021.87	94237.66000000002	91912.81000000001	97100.39000000004	92743.16000000002	81633.9	70225.80000000002	59041.34000000001	49341.64000000002	63027.450000000004	50675.39	54048.849999999984	98097.57999999999	66839.94	35423.28	78105.24000000002	110040.85000000003	95475.40999999999	60238.950000000026
Ras signaling pathway [PATH:ko04014]	0.0	0.0	0.0	18.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0	7.0	0.0	1.0	2.0	1.0	0.0	0.0	17.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	5.0	0.0	0.0	1.0	2.0	0.0	2.0	11.0	6.0	0.0	0.0	2.0	1.0	1.0	0.0	4.0	4.0	0.0	0.0
Regulation of lipolysis in adipocytes [PATH:ko04923]	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
Renal cell carcinoma [PATH:ko05211]	1476.96	2915.2300000000005	1977.74	2273.870000000001	2171.2	1612.5	1443.9899999999998	2063.1799999999994	2280.229999999999	1617.9199999999994	2761.680000000001	1987.8	1676.8300000000006	2547.0399999999995	1740.7300000000002	2243.1599999999994	1198.4899999999998	2427.090000000001	1573.62	2405.17	1774.49	1934.91	1725.9	2119.7100000000005	1410.11	1347.3600000000004	1453.8299999999995	1905.46	2565.31	1327.36	1492.16	1702.4999999999998	1754.86	1448.0800000000006	2151.57	1426.0700000000006	1255.0600000000004	1502.12	3758.92	1469.89	912.85	988.91	1108.17	938.6	1100.78	1533.89	1095.87
Renin secretion [PATH:ko04924]	4.0	14.0	7.0	9.0	2.0	2.0	1.0	2.0	4.0	10.0	7.0	14.0	0.0	1.0	2.0	3.0	5.0	10.0	6.0	17.0	1.0	0.0	3.0	2.0	6.0	17.0	5.0	18.0	0.0	2.0	1.0	1.0	7.0	18.0	5.0	16.0	0.0	0.0	1.0	3.0	4.0	16.0	1.0	23.0	1.0	0.0	10.0
Renin-angiotensin system [PATH:ko04614]	367.75	439.0	776.52	942.7	358.33	523.0	820.42	238.25	649.45	370.0	519.45	523.99	926.67	285.83	271.8	275.93	601.9	1163.8200000000002	441.83	1088.3700000000001	456.45	794.5	620.15	479.45	365.95	941.75	878.7	444.97	1084.4	319.91	391.43	207.55	344.75	384.67	271.58	684.48	580.5	493.5	179.42	313.77000000000004	240.0	431.42	190.67	341.67	163.67	238.34	508.5
Replication and repair	490079.6600000002	339391.09	246161.25000000006	404289.5000000001	343576.43	298743.65	382180.05000000005	371232.0500000002	413165.77000000014	448047.98000000004	239652.54	325471.79000000004	287487.83999999997	372783.58999999997	327839.6000000002	330646.3700000001	296237.29	250786.15999999997	419967.19000000006	293420.41000000003	333497.52000000014	331871.9199999999	315649.4200000001	312946.68	393168.2500000002	308063.05	262182.23000000004	243479.25	320104.95999999996	424124.9999999998	415436.91	461298.7400000002	417442.0200000001	377277.5400000001	322200.66000000003	302739.32999999996	254277.33000000007	288284.99000000005	250193.58	244171.10999999996	431561.56000000006	290048.0299999999	158531.57999999996	359773.44000000006	543793.61	459035.6099999999	291401.80000000005
Retinol metabolism [PATH:ko00830]	2792.09	3876.29	6247.65	3205.0099999999998	3160.46	3153.95	3027.13	3172.91	2849.979999999999	2634.6800000000007	2694.6699999999996	4214.01	3901.7399999999993	3236.07	3506.619999999999	3020.08	4436.090000000001	2581.4700000000003	2536.66	3608.7099999999996	4385.360000000001	2365.0499999999993	3286.4	4315.46	3811.33	4884.659999999999	5942.88	7710.91	3708.6	2561.49	2861.17	2908.38	3359.63	2229.7799999999997	4057.0899999999997	4760.13	4843.82	6146.82	6670.150000000001	5897.51	3125.81	7363.46	4587.7	2422.91	2067.66	2488.79	4473.240000000001
Retrograde endocannabinoid signaling [PATH:ko04723]	142.0	31.5	23.5	14.0	113.0	46.5	41.0	388.0	41.5	14.5	16.0	4.5	35.0	33.0	31.0	69.5	18.0	8.0	8.5	8.5	123.0	35.0	28.0	63.5	205.0	21.5	12.5	14.0	14.5	214.0	177.5	85.0	142.0	5.0	58.0	6.0	4.0	26.5	33.0	73.5	22.5	1.0	5.0	1.0	11.0	74.0	75.5
Riboflavin metabolism [PATH:ko00740]	119811.81000000004	103524.72000000004	129802.70000000004	116694.29000000001	125925.59999999998	88012.60000000002	125879.31000000003	120815.07000000002	105526.79000000001	113610.14999999998	88686.98	142337.61000000002	116830.83999999997	140287.55000000005	136936.90000000005	116357.96	123158.87	87810.62999999998	132639.95	101007.62999999999	147980.54000000004	124323.41	114977.19000000003	126011.71000000004	126869.47999999998	124550.24000000003	124953.38000000002	104303.79	113680.88	122709.97	117777.43000000002	109364.82000000002	128602.71999999999	111076.43000000002	102084.75	142175.59000000003	138386.06000000003	141810.75000000003	123863.09999999998	107900.81999999999	163636.97999999998	136213.02	86062.74999999999	136883.14	158878.41000000003	142148.36	135495.95000000004
Ribosome [BR:ko03011]	2058258.43	1563436.3999999985	1463258.010000001	1847206.580000001	1800014.8000000017	1651561.4299999995	1926594.8800000006	1860870.3099999998	1763594.3099999994	1870151.6599999995	1346332.240000001	1793395.6999999997	1597072.5999999996	1915336.350000002	1830586.3699999999	1815464.9200000004	1587228.3200000003	1285443.1099999994	1841313.9799999995	1470680.7100000011	1795552.020000002	1669827.54	1601108.8	1681040.8300000003	1869024.6400000004	1645657.9000000006	1502058.7999999996	1378311.8500000006	1624253.5400000005	1969314.8400000005	1969107.3100000005	2005373.070000001	1981967.7700000005	1790324.8900000008	1562978.4100000008	1766799.2200000014	1728626.6000000017	1745928.830000002	1595322.6299999992	1298813.0499999998	2119246.8199999994	1573460.8800000004	997141.0599999994	1798774.0899999999	2258715.54	2045066.68	1675155.5199999993
Ribosome [PATH:ko03010]	2058257.4299999997	1563425.3999999985	1463250.0100000012	1847202.5800000015	1800013.8000000017	1651559.4300000006	1926592.8800000008	1860863.31	1763594.3099999996	1870146.6599999995	1346326.240000001	1793384.7	1597072.5999999996	1915334.3500000022	1830585.3699999996	1815459.9200000002	1587228.3200000003	1285430.1099999994	1841308.9799999995	1470671.7100000014	1795552.0200000019	1669823.5400000003	1601107.8	1681032.8300000003	1869022.6400000001	1645651.9000000006	1502051.7999999996	1378300.8500000008	1624253.5400000007	1969312.8399999999	1969104.3100000008	2005370.0700000012	1981966.7700000005	1790314.890000001	1562974.4100000008	1766792.2200000016	1728626.600000002	1745922.8300000022	1595321.6299999992	1298808.0499999998	2119244.82	1573446.8800000004	997137.0599999991	1798758.0899999996	2258714.54	2045065.68	1675154.5199999996
Ribosome biogenesis [BR:ko03009]	1852003.89	1374775.0800000003	1263579.3900000006	1633557.4600000014	1613600.9700000007	1427331.95	1707576.8100000017	1651815.8400000008	1551015.4800000002	1679049.699999999	1165891.7000000007	1581562.2300000014	1369882.82	1714815.7700000014	1629629.8900000001	1608147.5599999998	1389803.0300000007	1115219.3699999999	1661586.0799999998	1268849.19	1612612.16	1484330.7200000002	1406352.5500000003	1485048.0800000005	1660066.0499999996	1414572.2200000002	1275643.9100000006	1155379.3400000005	1422552.55	1777723.68	1766942.1100000008	1803912.6300000001	1785030.270000001	1599447.9399999995	1389208.7600000002	1498627.570000001	1439131.670000001	1510475.7900000003	1360785.7800000003	1145068.4499999993	1920397.1900000004	1395463.3	857128.5899999999	1605478.22	2058448.3900000015	1837779.3199999998	1444551.7800000007
Ribosome biogenesis in eukaryotes [PATH:ko03008]	39054.78000000003	29870.239999999994	28065.69000000001	35072.73000000001	34162.84000000001	31260.920000000006	36411.960000000014	35256.000000000015	33424.69000000001	35434.16	25735.27000000001	34200.43000000002	30175.819999999985	36300.21000000002	34719.01000000002	34483.180000000015	30160.85	24413.78999999999	34967.61	28036.450000000004	34100.70000000001	31623.460000000003	30349.47000000002	32001.68	35568.68	31158.240000000013	28708.91000000001	26400.560000000012	30835.9	37319.23000000002	37284.000000000015	37979.80000000002	37594.960000000014	33922.57000000001	29846.260000000013	33585.69000000001	32831.860000000015	33157.05000000002	31302.590000000004	24647.979999999985	40249.34	30116.34	19161.19	34174.26	42900.12000000002	38867.81999999998	31752.720000000016
Salivary secretion [PATH:ko04970]	641.08	2937.98	2433.89	1051.47	2107.140000000001	1331.0499999999995	1077.16	1576.6699999999994	3350.96	1355.61	3056.130000000001	1852.7	4600.7	1252.84	1282.16	1932.1700000000005	1205.4600000000005	3939.6900000000014	1686.41	3235.0	1342.29	3050.7899999999986	3006.97	2109.7	2058.07	4189.620000000001	3536.46	2193.05	3081.61	634.37	653.6400000000001	529.23	528.5699999999998	903.61	1465.72	698.31	882.27	1749.9800000000002	2039.27	706.9499999999997	517.48	1336.73	1779.97	510.45	483.46	722.5200000000003	799.7699999999999
Salmonella infection [PATH:ko05132]	217768.03000000003	155259.41	127814.79000000002	193237.52000000002	180085.33000000007	161835.96	193034.31999999998	188248.45000000007	178598.09000000003	196660.71999999997	126469.04000000001	165862.0400000001	147063.99999999997	187335.49000000005	174591.43000000008	169141.18000000005	148512.16000000006	122571.34999999999	185790.21	141215.22000000003	175333.86000000004	159670.35000000006	152053.13000000003	159788.72999999998	190554.91	156901.00000000003	132478.17000000007	120411.97000000004	158026.38000000003	208879.50000000003	205248.74000000002	214201.15000000002	205407.58000000002	187513.7	161562.27000000002	166682.78	161059.41000000003	172325.12000000005	155509.21	131666.69999999992	223266.94999999998	165888.62	97608.16000000002	191198.19999999998	243829.33000000007	211107.47999999998	164820.90000000005
Secondary bile acid biosynthesis [PATH:ko00121]	110327.07000000007	75226.17000000001	55305.52	92048.25000000001	85331.42000000004	68222.28	92156.01999999999	86486.33000000005	90230.59000000003	101647.32	56828.21000000002	77613.93000000002	67647.08999999998	90376.39000000004	80324.35000000002	77480.27000000002	66772.77000000002	61692.07999999999	98258.82	66099.06000000001	81934.92000000004	81365.57000000002	76342.18000000002	74602.31999999999	87875.10000000003	73031.29999999999	56036.220000000016	49001.65	75660.0	100351.41000000003	98129.28000000003	105328.95000000004	97338.02000000002	89027.4	72979.22	73388.98999999999	65328.78000000002	69662.92000000001	57019.05	56882.29	103138.51999999999	63865.03999999999	37075.21	87093.19	122010.34000000001	105116.87999999998	71152.33000000002
Secondary metabolism	820.8599999999999	631.8900000000001	866.9399999999999	968.96	919.1600000000002	917.49	830.47	964.36	763.9500000000002	641.52	763.92	881.8499999999999	1042.1399999999999	737.18	630.4599999999999	1159.3400000000001	655.97	851.79	953.53	1002.33	821.47	815.84	666.61	893.01	615.62	746.63	829.98	753.66	738.07	795.45	997.3400000000004	1291.5	802.46	718.66	853.4399999999999	1198.66	962.9200000000001	3541.01	2740.6800000000003	2823.6800000000003	1731.9000000000005	4071.31	2115.0	2249.05	1404.7799999999997	599.56	1616.8400000000006
Secretion system [BR:ko02044]	1202344.9699999997	841208.8399999994	723404.2500000006	1039123.8799999997	1000899.5500000009	857296.0600000004	1043399.6700000002	1037042.9200000006	970555.8900000007	1073823.2300000016	677695.1199999999	922362.46	794942.1200000003	1019315.3200000008	961735.1599999998	945908.9000000006	833416.9500000004	660954.4999999997	1030346.5099999997	763415.8400000004	981267.0899999994	865798.6900000002	821603.1499999999	898685.8899999995	1057938.8	856798.1199999999	748617.4799999994	698684.4899999998	853471.4999999999	1142272.5100000002	1149148.790000001	1196282.3600000008	1144228.2900000003	1026310.5700000001	890315.04	921250.8699999995	885215.0800000008	940426.4199999988	859839.8999999987	724254.8799999999	1196292.4799999993	893371.2799999994	531327.78	1016942.6299999999	1311377.9000000001	1155425.799999999	895339.4000000007
Selenocompound metabolism [PATH:ko00450]	261739.4300000001	208943.09	225831.81000000006	236200.99000000008	268192.71000000014	207064.54	260641.79	255869.09000000008	219876.56000000006	238056.87999999998	183019.53000000003	249888.36000000007	226929.4699999999	271874.41000000003	264432.95000000007	243751.52000000008	221075.6000000001	167993.52999999994	251457.58000000007	184761.83000000007	287615.86000000004	235943.01000000007	210006.36000000004	245117.08	259322.48000000004	232482.45000000004	218018.56000000006	185604.04000000007	213523.35	267581.14	263478.88000000006	257706.46000000005	279504.09	245984.33000000002	219398.67000000007	208951.55	192549.50000000003	224348.8	192580.71	182285.95999999993	287070.01	217378.78000000003	133939.21	226655.79	286272.10000000015	256823.94999999998	205889.61000000007
Serotonergic synapse [PATH:ko04726]	50.5	63.66	77.03	49.34	84.67	79.66	37.57	23.389999999999993	19.01	26.840000000000003	44.1	23.15	53.16	39.33	22.17	33.34	28.51	41.01000000000001	49.17	31.5	49.33	51.0	41.11	34.980000000000004	40.07	123.33	45.2	27.7	42.57	33.1	32.68	26.23	22.21	37.21	25.87	32.27	36.33	60.84	55.78	30.15	18.340000000000003	47.13	22.340000000000003	19.67	32.16	38.01	80.35000000000002
Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	51.34	1411.16	6751.16	95.34	77.16	51.0	36.0	41.16	170.66	44.0	200.5	3588.16	1642.66	134.84	2153.34	143.66	4633.34	51.84	80.0	123.16	4108.0	78.5	93.84	2442.34	2891.34	3220.16	7554.34	11490.84	177.0	53.16	58.84	45.66	1500.0	52.16	2700.0	5403.0	5511.5	2575.84	577.0	90.16	30.5	256.65999999999997	1327.66	1229.16	114.5	239.34	3200.66
Shigellosis [PATH:ko05131]	84166.42999999996	51446.31000000001	25952.409999999993	70650.99	56057.15000000001	47310.76000000002	58866.63000000001	61112.07000000001	65107.97000000001	76452.89999999997	30974.160000000018	38740.05000000002	38144.59999999999	52427.61000000001	45439.170000000006	44015.970000000016	38952.99000000001	33968.920000000006	61188.920000000006	41163.830000000016	49569.009999999995	44599.790000000015	39289.95	43788.59000000001	67803.36000000002	43282.26	31520.980000000018	30054.070000000018	45757.88999999999	76505.67999999998	75201.10999999997	82341.98999999999	72459.51	67319.74000000002	58061.62	45719.87000000002	41033.60000000001	48639.00000000001	39901.39999999999	38310.30000000001	72890.85999999999	49185.20999999999	25169.110000000004	67290.77	92480.58999999998	75217.06	47369.37000000002
Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]	0.0	4.0	15.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	13.0	0.0	0.0	1.0	0.0	0.0	3.0	3.0	8.0	2.0	0.0	3.0	0.0	0.0	1.0	2.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	7.0	0.0	0.0	2.0	0.0
Signaling proteins	122148.49000000008	92647.5	82014.84000000003	109303.21000000005	108377.16000000005	96538.39	114192.79000000002	111486.73000000003	103688.03000000003	109858.87999999998	80690.84000000001	106956.13000000005	91495.71999999996	115903.42000000003	107137.42000000004	109753.36000000002	92074.01000000001	81939.93999999997	111035.09000000004	90051.68	103380.97000000004	99509.21000000002	98952.88000000005	99487.32999999999	107933.89	100742.52000000003	80887.43000000002	71906.54000000001	98782.15000000002	118428.72000000006	117451.50000000006	120994.88000000002	118335.89000000003	107175.22	91219.98000000004	97053.81000000001	94015.34000000001	100921.02000000003	92073.29000000002	75000.47999999998	129400.36000000002	94030.86000000002	56578.90000000001	105800.95000000003	135820.42999999996	120829.26	94246.80000000003
Small cell lung cancer [PATH:ko05222]	802.5	471.7	715.4	936.6	604.2	494.3	525.3	560.0	462.4	458.0	395.4	352.3	261.2	413.3	371.2	622.5	392.1	400.7	459.6	349.8	317.6	258.3	361.4	447.0	469.4	665.7	408.8	304.5	164.6	620.6	714.8	1013.0	564.0	566.5	555.6	505.1	294.4	390.5	391.4	406.5	170.0	221.5	343.8	243.3	99.0	256.1	388.4
Sphingolipid metabolism [PATH:ko00600]	168416.76000000007	139395.64	164271.15999999997	147850.19000000003	159809.96000000002	106933.16	159394.21	143619.90000000002	143040.59000000003	164752.81999999998	102440.45999999999	160354.56000000003	148588.94999999995	155793.66000000003	150896.01	124098.76999999999	147888.05	111595.81999999999	161687.65	116256.92000000001	184283.85	145860.26	134153.04	158029.63	176445.15999999997	168070.48999999996	164323.52000000002	154772.46000000005	140621.22999999998	174899.81	165169.21000000005	168443.26	176242.52000000002	155779.16000000003	145047.83	125299.88000000003	99950.10999999999	123425.15	74596.52	100226.40999999997	179141.36	105844.08000000003	70224.74000000002	149238.01	191801.03000000003	170286.61999999994	123575.59999999995
